index,period,heading,context,question,extractive answer,abstractive answer
4000,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Bước sang năm 1967, năm có tầm quan trọng chiến lược đối với cả ta và Mỹ, không quân Mỹ tập trung đánh vào 6 hệ thống mục tiêu trên miền Bắc: điện lực, công nghiệp, giao thông vận tải, kho dự trữ nhiên liệu, sân bay và các trận địa phòng không, cơ sở quân sự.",Không quân Mỹ tập trung đánh vào bao nhiêu hệ thống mục tiêu?,6 hệ thống mục tiêu.,Không quân Mỹ tập trung tấn công vào 6 hệ thống mục tiêu khác nhau.
4001,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Bước sang năm 1967, năm có tầm quan trọng chiến lược đối với cả ta và Mỹ, không quân Mỹ tập trung đánh vào 6 hệ thống mục tiêu trên miền Bắc: điện lực, công nghiệp, giao thông vận tải, kho dự trữ nhiên liệu, sân bay và các trận địa phòng không, cơ sở quân sự.",Những hệ thống mục tiêu nào bị không quân Mỹ tập trung đánh phá?,"Điện lực, công nghiệp, giao thông vận tải, kho nhiên liệu, sân bay, trận địa phòng không.","Bao gồm điện lực, công nghiệp, giao thông vận tải, kho dự trữ nhiên liệu, sân bay, trận địa phòng không và cơ sở quân sự."
4002,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Tháng 2-1967, Tổng thống Giônxơn chuẩn y đề nghị của Hội đồng Tham mưu trưởng liên quân Mỹ, cho phép mở rộng phạm vi đánh phá khu vực Hà Nội, Hải Phòng; tiến hành rải mìn trên các luồng sông, cửa biển, dùng hải quân khống chế khu vực ven biển từ vĩ tuyến 17 đến vĩ tuyến 20. Ngoài ra, máy bay B.52 và pháo binh bắn phá dữ dội khu vực Hồ Xá, Vĩnh Linh.","Vào tháng 2 năm 1967, Tổng thống Mỹ đã phê chuẩn điều gì?","Mở rộng phạm vi đánh phá Hà Nội, Hải Phòng.",Cho phép mở rộng phạm vi đánh phá khu vực Hà Nội và Hải Phòng.
4003,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Tháng 2-1967, Tổng thống Giônxơn chuẩn y đề nghị của Hội đồng Tham mưu trưởng liên quân Mỹ, cho phép mở rộng phạm vi đánh phá khu vực Hà Nội, Hải Phòng; tiến hành rải mìn trên các luồng sông, cửa biển, dùng hải quân khống chế khu vực ven biển từ vĩ tuyến 17 đến vĩ tuyến 20. Ngoài ra, máy bay B.52 và pháo binh bắn phá dữ dội khu vực Hồ Xá, Vĩnh Linh.","Ngoài ném bom, Mỹ còn tiến hành hoạt động gì khác?","Rải mìn trên các luồng sông, cửa biển.",Tiến hành rải mìn trên các luồng sông và cửa biển.
4004,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Tháng 2-1967, Tổng thống Giônxơn chuẩn y đề nghị của Hội đồng Tham mưu trưởng liên quân Mỹ, cho phép mở rộng phạm vi đánh phá khu vực Hà Nội, Hải Phòng; tiến hành rải mìn trên các luồng sông, cửa biển, dùng hải quân khống chế khu vực ven biển từ vĩ tuyến 17 đến vĩ tuyến 20. Ngoài ra, máy bay B.52 và pháo binh bắn phá dữ dội khu vực Hồ Xá, Vĩnh Linh.",Khu vực nào khác cũng bị máy bay B.52 và pháo binh bắn phá?,"Khu vực Hồ Xá, Vĩnh Linh.",Khu vực Hồ Xá và Vĩnh Linh cũng bị bắn phá dữ dội.
4005,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Từ đầu năm 1967, Hoa Kỳ thực hiện bước leo thang cao nhất trong lần chiến tranh phá hoại lần thứ nhất: đánh phá Hà Nội và Hải Phòng, 2 trung tâm kinh tế của miền Bắc. Hoa Kỳ hy vọng đánh phá quyết liệt vào Hà Nội và Hải Phòng sẽ chặn đường tiếp viện từ các nước vào Việt Nam, ngăn miền Bắc chi viện miền Nam và hủy diệt tiềm năng kinh tế, quốc phòng của miền Bắc. Chiến dịch Sấm rền được mở rộng với nhiều mục tiêu và mức độ hủy diệt cao nhất.",Bước leo thang cao nhất của Mỹ năm 1967 là gì?,Đánh phá Hà Nội và Hải Phòng.,"Đánh phá Hà Nội và Hải Phòng, hai trung tâm kinh tế của miền Bắc."
4006,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Từ đầu năm 1967, Hoa Kỳ thực hiện bước leo thang cao nhất trong lần chiến tranh phá hoại lần thứ nhất: đánh phá Hà Nội và Hải Phòng, 2 trung tâm kinh tế của miền Bắc. Hoa Kỳ hy vọng đánh phá quyết liệt vào Hà Nội và Hải Phòng sẽ chặn đường tiếp viện từ các nước vào Việt Nam, ngăn miền Bắc chi viện miền Nam và hủy diệt tiềm năng kinh tế, quốc phòng của miền Bắc. Chiến dịch Sấm rền được mở rộng với nhiều mục tiêu và mức độ hủy diệt cao nhất.",Mỹ hy vọng điều gì khi đánh phá Hà Nội và Hải Phòng?,"Chặn đường tiếp viện vào Việt Nam, ngăn miền Bắc chi viện miền Nam.",Sẽ chặn đường tiếp viện từ nước ngoài và ngăn chặn sự chi viện của miền Bắc cho miền Nam.
4007,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Từ đầu năm 1967, Hoa Kỳ thực hiện bước leo thang cao nhất trong lần chiến tranh phá hoại lần thứ nhất: đánh phá Hà Nội và Hải Phòng, 2 trung tâm kinh tế của miền Bắc. Hoa Kỳ hy vọng đánh phá quyết liệt vào Hà Nội và Hải Phòng sẽ chặn đường tiếp viện từ các nước vào Việt Nam, ngăn miền Bắc chi viện miền Nam và hủy diệt tiềm năng kinh tế, quốc phòng của miền Bắc. Chiến dịch Sấm rền được mở rộng với nhiều mục tiêu và mức độ hủy diệt cao nhất.",Chiến dịch nào được mở rộng trong giai đoạn này?,Chiến dịch Sấm rền.,Chiến dịch Sấm rền được mở rộng với nhiều mục tiêu hơn.
4008,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Ở Hải Phòng, chỉ trong 2 ngày 20 và 25-4-1967, lực lượng ba thứ quân thành phố cảng đã bắn rơi 20 máy bay Mỹ. Trong đợt đầu tấn công vào trung tâm Hà Nội ngày 25 và 26-4-1967, lực lượng không quân Mỹ đã bị bắn hạ 18 máy bay. Tiếp đó quân và dân Hà Nội bắn rơi thêm 17 chiếc. Tính chung trong tháng 5-1967, quân dân Hà Nội và miền Bắc đã bắn rơi 160 máy bay Mỹ. Và trong năm 1967, quân và dân các địa phương trên miền Bắc đã cùng quân và dân Hà Nội, Hải Phòng bắn hạ hơn 1.000 máy bay Mỹ. Cùng với không quân, Hải quân Việt Nam và các lực lượng tự vệ biển trời cũng đánh trả quyết liệt.","Trong hai ngày 20 và 25-4-1967, Hải Phòng bắn rơi bao nhiêu máy bay Mỹ?",Bắn rơi 20 máy bay Mỹ.,Lực lượng ba thứ quân Hải Phòng đã bắn rơi 20 máy bay Mỹ.
4009,Giai đoạn 1954 -1975,"Đánh thắng cuộc chiến tranh phs hoại lần thứ nhất của Mỹ, tăng cường chi viện cho tuyền tuyến","Ở Hải Phòng, chỉ trong 2 ngày 20 và 25-4-1967, lực lượng ba thứ quân thành phố cảng đã bắn rơi 20 máy bay Mỹ. Trong đợt đầu tấn công vào trung tâm Hà Nội ngày 25 và 26-4-1967, lực lượng không quân Mỹ đã bị bắn hạ 18 máy bay. Tiếp đó quân và dân Hà Nội bắn rơi thêm 17 chiếc. Tính chung trong tháng 5-1967, quân dân Hà Nội và miền Bắc đã bắn rơi 160 máy bay Mỹ. Và trong năm 1967, quân và dân các địa phương trên miền Bắc đã cùng quân và dân Hà Nội, Hải Phòng bắn hạ hơn 1.000 máy bay Mỹ. Cùng với không quân, Hải quân Việt Nam và các lực lượng tự vệ biển trời cũng đánh trả quyết liệt.","Trong đợt đầu tấn công Hà Nội tháng 4-1967, bao nhiêu máy bay Mỹ bị bắn hạ?",Bị bắn hạ 18 máy bay.,Lực lượng không quân Mỹ đã bị bắn hạ 18 máy bay.
