index,period,heading,context,question,extractive answer,abstractive answer
4000,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Chiều ngày 1 tháng 9 đội quân xâm lược Pháp - Tây Ban Nha đã gần như làm chủ toàn bộ các đồn trại ở khu vực Đà Nẵng. Sáng mùng 2 tháng 9 Hải Quân triều đình cố chống trả nhưng đồn đã bị thất thủ ngay hôm đó. Các đồn như Phúc Vinh, Thạch Gián, Hải Châu chưa bị tấn công nhưng quân lính triều đình trong tình thế bất khả kháng đã phải rút hết. Quân ta bị thương tổn tổng cộng khoảng hơn 1.000 người. Trước kẻ địch mạnh lại có lợi thế hơn hẳn về vũ khí, quân triều đình phải rút lui.
 Tại Huế, khi nhận được tin về cuộc tấn công của quân Pháp - Tây Ban Nha ở cửa Hàn và tình trạng thất thủ của quân triều đình, vua Tự Đức ra lệnh cho Tổng đốc Nam - Ngãi là Trần Hoàng huy động thêm hơn 2.000 binh lính tới tiếp ứng. Các quan lại như Chưởng dinh Đào Trí, Án sát Lê Văn Phổ, Bố chính Lê Văn Nh.",Hải quân triều đình ở Đà Nẵng đã chống trả vào sáng ngày nào và kết quả ra sao?,Sáng mùng 2 tháng 9 Hải quân triều đình cố chống trả nhưng đồn đã bị thất thủ ngay hôm đó.,"Sáng mùng 2 tháng 9, hải quân triều đình cố chống trả nhưng đồn đã thất thủ ngay trong ngày."
4001,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Chiều ngày 1 tháng 9, đội quân xâm lược Pháp - Tây Ban Nha đã gần như làm chủ toàn bộ các đồn trại ở khu vực Đà Nẵng.
 
 Sáng mùng 2 tháng 9, Hải quân triều đình cố chống trả nhưng đồn đã bị thất thủ ngay hôm đó. Các đồn như Phúc Vinh, Thạch Giãn, Hải Châu chưa bị tấn công nhưng quân lính triều đình trong tình thế bất khả kháng đã phải rút hết. Quân ta bị thương tổn tổng cộng khoảng hơn 1.000 người. Trước kẻ địch mạnh lại có lợi thế hơn hẳn về vũ khí, quân triều đình phải rút lui.
 
 Tại Huế, khi nhận được tin về cuộc tấn công của quân Pháp - Tây Ban Nha ở cửa Hàn và tình trạng thất thủ của quân triều đình, vua Tự Đức ra lệnh cho Tổng đốc Nam - Ngãi là Trần Hoàng huy động thêm hơn 2.000 binh lính tới tiếp ứng. Các quan lại như Chưởng dinh Đào Trí, Án sát Lê Văn Phổ, Bố chính Lê Văn Nh.",Quân triều đình Việt Nam bị thương tổn khoảng bao nhiêu người trong cuộc tấn công này?,Quân ta bị thương tổn tổng cộng khoảng hơn 1.000 người.,Quân triều đình Việt Nam bị thương tổn tổng cộng khoảng hơn 1.000 người.
4002,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Chiều ngày 1 tháng 9 đội quân xâm lược Pháp - Tây Ban Nha đã gần như làm chủ toàn bộ các đồn trại ở khu vực Đà Nẵng. Sáng mùng 2 tháng 9 Hải quân triều đình cố chống trả nhưng đồn đã bị thất thủ ngay hôm đó. Các đồn như Phúc Vinh, Thạch Gián, Hải Châu chưa bị tấn công nhưng quân lính triều đình trong tình thế bất khả kháng đã phải rút hết. Quân ta bị thương tổn tổng cộng khoảng hơn 1.000 người. Trước kẻ địch mạnh lại có lợi thế hơn hẳn về vũ khí, quân triều đình phải rút lui.
 
 Tại Huế, khi nhận được tin về cuộc tấn công của quân Pháp - Tây Ban Nha ở cửa Hàn và tình trạng thất thủ của quân triều đình, vua Tự Đức ra lệnh cho Tổng đốc Nam - Ngãi là Trần Hoàng huy động thêm hơn 2.000 binh lính tới tiếp ứng. Các quan lại như Chưởng dinh Đào Trí, Án sát Lê Văn Phổ, Bố chính Lê Văn Nh.",Ai được vua Tự Đức giao nhiệm vụ huy động quân tiếp ứng khi nhận tin thất thủ ở Đà Nẵng?,Vua Tự Đức ra lệnh cho Tổng đốc Nam - Ngãi là Trần Hoàng huy động thêm hơn 2.000 binh lính tới tiếp ứng.,Vua Tự Đức giao Tổng đốc Nam - Ngãi Trần Hoàng huy động hơn 2.000 quân tới tiếp ứng.
4003,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Iếp được giao cho nhiệm vụ giữ thành và phối hợp với Trần Hoàng để chống lại các cuộc tấn công của quân Pháp. Đại quân triều đình đóng chủ yếu tại hai địa điểm: Hữu quân Đô thống phủ Lê Đình Lý đóng ở Hòa Vinh, Chưởng doanh Hổ oai Đào Trí đóng tại Thị An. Tán lý quân vụ Thân Văn Nhiếp, Ngự sử Nguyễn Sĩ Long được phái đi thu gom và vận tải quân nhu. Trong lời dụ, vua Tự Đức dặn dò: ""Cửa biển ấy từ Hải Vân đến Câu Đê một dải đều là đường quan báo, phải phòng thủ nghiêm thêm, để tiện thông hành. Người quản đốc lính đạo trước, đạo sau đến ngay đấy, tùy nghi đóng đồn, liệu đất đặt chỗ canh phòng, cùng bọn Đào Trí cùng chống đỡ với nhau, chớ để cho quân Tây dương lên bờ, để xứng đáng chức trách đã ủy cho"". Sau đó dưới sự chỉ huy của Lê.",Hữu quân Đô thống phủ Lê Đình Lý đóng quân tại đâu?,Đóng ở Hòa Vinh.,"Lê Đình Lý, chỉ huy Hữu quân Đô thống phủ, đóng quân tại khu vực Hòa Vinh."
4004,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Iếp được giao cho nhiệm vụ giữ thành và phối hợp với Trần Hoàng để chống lại các cuộc tấn công của quân Pháp. Đại quân triều đình đóng chủ yếu tại hai địa điểm: Hữu quân Đô thống phủ Lê Đình Lý đóng ở Hòa Vinh, Chưởng doanh Hổ oai Đào Trí đóng tại Thị An. Tán lý quân vụ Thân Văn Nhiếp, Ngự sử Nguyễn Sĩ Long được phái đi thu gom và vận tải quân nhu. Trong lời dụ, vua Tự Đức dặn dò: ""Cửa biển ấy từ Hải Vân đến Câu Đê một dải đều là đường quan báo, phải phòng thủ nghiêm thêm, để tiện thông hành. Người quản đốc lính đạo trước, đạo sau đến ngay đấy, tùy nghi đóng đòn, liệu đất đặt chỗ canh phòng, cùng bọn Đào Trí cùng chống đỡ với nhau, chớ để cho quân Tây dương lên bờ, để xứng đáng chức trách đã ủy cho"". Sau đó dưới sự chỉ huy của Lê.",Chưởng doanh Hổ oai Đào Trí đóng quân tại đâu?,Đóng tại Thị An.,"Đào Trí, giữ chức Chưởng doanh Hổ oai, đóng quân tại địa điểm Thị An."
4005,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Nhiếp được giao cho nhiệm vụ giữ thành và phối hợp với Trần Hoàng để chống lại các cuộc tấn công của quân Pháp. Đại quân triều đình đóng chủ yếu tại hai địa điểm: Hữu quân Đô thống phủ Lê Đình Lý đóng ở Hòa Vinh, Chưởng doanh Hổ oai Đào Trí đóng tại Thị An. Tán lý quân vụ Thân Văn Nhiếp, Ngự sử Nguyễn Sĩ Long được phái đi thu gom và vận tải quân nhu. Trong lời dụ, vua Tự Đức dặn dò: ""Cửa biển ấy từ Hải Vân đến Câu Đê một dải đều là đường quan báo, phải phòng thủ nghiêm thêm, để tiện thông hành. Người quản đốc lính đạo trước, đạo sau đến ngay đấy, tùy nghi đóng đòn, liệu đất đặt chỗ canh phòng, cùng bọn Đào Trí cùng chống đỡ với nhau, chớ để cho quân Tây dương lên bờ, để xứng đáng chức trách đã ủy cho"". Sau đó dưới sự chỉ huy của Lê.",Tán lý quân vụ Thân Văn Nhiếp và Ngự sử Nguyễn Sĩ Long được phái đi làm gì?,Được phái đi thu gom và vận tải quân nhu.,Thân Văn Nhiếp và Nguyễn Sĩ Long được cử đi làm nhiệm vụ thu gom và vận chuyển quân nhu.
4006,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Iếp
 được giao cho nhiệm vụ giữ thành và phối hợp với Trần Hoàng để
 chống lại các cuộc tấn công của quân Pháp. Đại quân triều đình
 đóng chủ yếu tại hai địa điểm: Hữu quân Đô thống phủ Lê Đình Lý
 đóng ở Hòa Vinh, Chưởng doanh Hổ oai Đào Trí đóng tại Thị An.
 Tán lý quân vụ Thân Văn Nhiếp, Ngự sử Nguyễn Sĩ Long được
 phái đi thu gom và vận tải quân nhu. Trong lời dụ, vua Tự Đức dặn
 dò: ""Cửa biển ấy từ Hải Vân đến Câu Đê một dải đều là đường
 quan báo, phải phòng thủ nghiêm thêm, để tiện thông hành. Người
 quản đốc lính đạo trước, đạo sau đến ngay đấy, tùy nghi đóng đòn,
 liệu đất đặt chỗ canh phòng, cùng bọn Đào Trí cùng chống đỡ với
 nhau, chớ để cho quân Tây dương lên bờ, để xứng đáng chức trách
 đã ủy cho"". Sau đó dưới sự chỉ huy của Lê.",Vua Tự Đúc dặn dò điều gì về việc phòng thủ cửa biển từ Hải Vân đến Câu Đê?,"Phải phòng thủ nghiêm thêm, để tiện thông hành.",Vua Tự Đúc dặn dò khu vực cửa biển từ Hải Vân đến Câu Đê phải được phòng thủ nghiêm ngặt để thuận tiện cho việc thông hành.
4007,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Đình Lý, quân triều đình đã lập các đồn ở các sở như Chân Sảng, Câu Đê, Nam Ồ, Cẩm Lệ, Hóa Khê, Kiều Xưởng. Hai địa điểm quan yếu được chốt chặt là Cẩm Sa và cửa biển Đại Chiêm. Ngoài ra, những khu vực khác có quân lính sở tại đóng giữ, người dân cũng được huy động vào những việc như xây đồn lũy, tiếp tế binh lương.
 Triều đình sau khi thưởng phạt một loạt quan chức, chỉ huy, có công hay có tội trong trận chiến ở Sơn Trà để giữ nghiêm quân lệnh và cổ vũ tinh thần binh sĩ, vua Tự Đức quyết định điều thêm binh lực để phòng thủ ở khu vực Đà Nẵng. Lê Đình Lý đã có trong tay 500 quân nay được điều thêm 600 quân đến Vũ Lâm và Hải Vân. Ngoài ra, triều đình còn tăng cường thêm 900 quân từ Bình Định đến Quảng Nam. Riêng đồn Hải Vân có 350 quân đóng giữ. Tổng số quân lực triều đình đón.",Quân triều đình đã lập các đồn ở những sở nào?,"Chân Sảng, Câu Đê, Nam Ồ, cẩm Lệ, Hóa Khê, Kiều Xưởng.","Quân triều đình đã lập các đồn ở các sở như Chân Sảng, Câu Đê, Nam Ồ, Cẩm Lệ, Hóa Khê, Kiều Xưởng."
4008,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Đình Lý, quân triều đình đã lập các đồn ở các sở như Chân Sảng, Câu Đê, Nam Ồ, Cẩm Lệ, Hóa Khê, Kiều Xưởng. Hai địa điểm quan yếu được chốt chặt là Cẩm Sa và cửa biển Đại Chiêm. Ngoài ra, những khu vực khác có quân lính sở tại đóng giữ, người dân cũng được huy động vào những việc như xây đồn lũy, tiếp tế binh lương.
 Triều đình sau khi thưởng phạt một loạt quan chức, chỉ huy, có công hay có tội trong trận chiến ở Sơn Trà để giữ nghiêm quân lệnh và cổ vũ tinh thần binh sĩ, vua Tự Đức quyết định điều thêm binh lực để phòng thủ ở khu vực Đà Nẵng. Lê Đình Lý đã có trong tay 500 quân nay được điều thêm 600 quân đến Vũ Lâm và Hải Vân. Ngoài ra, triều đình còn tăng cường thêm 900 quân từ Bình Định đến Quảng Nam. Riêng đồn Hải Vân có 350 quân đóng giữ. Tổng số quân lực triều đình đón.",Hai địa điểm quan yếu nào được chốt chặt?,Cẩm Sa và cửa biển Đại Chiêm2.,Hai địa điểm quan trọng được chốt chặt là Cẩm Sa và cửa biển Đại Chiêm.
4009,Giai đoạn 938 - 1858,Quá trình thục hiện âm mưu xâm lược của thục dân Pháp,"Đình Lý, quân triều đình đã lập các đồn ở các sở như Chân Sảng, Câu Đê, Nam Ồ, Cẩm Lệ, Hóa Khê, Kiều Xưởng. Hai địa điểm quan yếu được chốt chặt là Cẩm Sa và cửa biển Đại Chiêm. Ngoài ra, những khu vực khác có quân lính sở tại đóng giữ, người dân cũng được huy động vào những việc như xây đồn lũy, tiếp tế binh lương.
 Triều đình sau khi thưởng phạt một loạt quan chức, chỉ huy, có công hay có tội trong trận chiến ở Sơn Trà để giữ nghiêm quân lệnh và cổ vũ tinh thần binh sĩ, vua Tự Đức quyết định điều thêm binh lực để phòng thủ ở khu vực Đà Nẵng. Lê Đình Lý đã có trong tay 500 quân nay được điều thêm 600 quân đến Vũ Lâm và Hải Vân. Ngoài ra, triều đình còn tăng cường thêm 900 quân từ Bình Định đến Quảng Nam. Riêng đồn Hải Vân có 350 quân đóng giữ. Tổng số quân lực triều đình đón.",Lê Đình Lý được điều thêm bao nhiêu quân đến Vũ Lâm và Hải Vân?,Điều thêm 600 quân đến Vũ Lâm và Hải Vân.,Lê Đình Lý được điều thêm 600 quân đến Vũ Lâm và Hải Vân.
