index,period,heading,context,question,extractive answer,abstractive answer
3000,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Như vậy là trong vòng chưa đầy 3 năm (1992-1994), hai bên đã ký kết 15 hiệp định hợp tác về các mặt. Điều này cho thấy, sau khi quan hệ ngoại giao giữa hai nước chính thức bình thường hóa, quan hệ hợp tác hai bên phát triển mạnh. Ngoài các chuyến thăm lẫn nhau chính thức của các đoàn cấp cao, các cuộc thăm làm việc giữa các ngành, các địa phương cũng liên tục được tổ chức.","Ngoài thăm cấp cao, hình thức trao đổi nào khác được tổ chức?","Các cuộc thăm làm việc giữa các ngành, các địa phương.",Các cuộc thăm làm việc giữa các ngành và địa phương.
3001,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Tuy vậy, giữa hai nước vẫn còn những vấn đề phức tạp cần cùng nhau giải quyết như: vấn đề biên giới đất liền, vấn đề phân định vịnh Bắc Bộ, và đặc biệt là vấn đề Hoàng Sa. Tháng 10-1993, Tổng Bí thư Đỗ Mười tuyên bố: ""Việt Nam chủ trương giải quyết tranh chấp giữa các nước, kể cả tranh chấp ở Biển Đông, thông qua thương lượng hòa bình trên tinh thần bình đẳng, hiểu biết và tôn trọng lẫn nhau, tôn trọng luật pháp quốc tế và Công ước về luật biển năm 1982 và chủ quyền của các nước ven biển đối với vùng đặc quyền kinh tế và thềm lục địa của họ"".",Những vấn đề phức tạp nào còn tồn tại giữa hai nước?,"Vấn đề biên giới đất liền, vấn đề phân định vịnh Bắc Bộ, và đặc biệt là vấn đề Hoàng Sa.","Vấn đề biên giới đất liền, phân định vịnh Bắc Bộ và Hoàng Sa."
3002,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Tuy vậy, giữa hai nước vẫn còn những vấn đề phức tạp cần cùng nhau giải quyết như: vấn đề biên giới đất liền, vấn đề phân định vịnh Bắc Bộ, và đặc biệt là vấn đề Hoàng Sa. Tháng 10-1993, Tổng Bí thư Đỗ Mười tuyên bố: ""Việt Nam chủ trương giải quyết tranh chấp giữa các nước, kể cả tranh chấp ở Biển Đông, thông qua thương lượng hòa bình trên tinh thần bình đẳng, hiểu biết và tôn trọng lẫn nhau, tôn trọng luật pháp quốc tế và Công ước về luật biển năm 1982 và chủ quyền của các nước ven biển đối với vùng đặc quyền kinh tế và thềm lục địa của họ"".","Tháng 10-1993, Tổng Bí thư Đỗ Mười tuyên bố về vấn đề gì?","Giải quyết tranh chấp giữa các nước, kể cả tranh chấp ở Biển Đông, thông qua thương lượng hòa bình.",Chủ trương giải quyết tranh chấp bằng thương lượng hòa bình.
3003,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Tuy vậy, giữa hai nước vẫn còn những vấn đề phức tạp cần cùng nhau giải quyết như: vấn đề biên giới đất liền, vấn đề phân định vịnh Bắc Bộ, và đặc biệt là vấn đề Hoàng Sa. Tháng 10-1993, Tổng Bí thư Đỗ Mười tuyên bố: ""Việt Nam chủ trương giải quyết tranh chấp giữa các nước, kể cả tranh chấp ở Biển Đông, thông qua thương lượng hòa bình trên tinh thần bình đẳng, hiểu biết và tôn trọng lẫn nhau, tôn trọng luật pháp quốc tế và Công ước về luật biển năm 1982 và chủ quyền của các nước ven biển đối với vùng đặc quyền kinh tế và thềm lục địa của họ"".",Việt Nam chủ trương giải quyết tranh chấp trên tinh thần nào?,"Bình đẳng, hiểu biết và tôn trọng lẫn nhau, tôn trọng luật pháp quốc tế và Công ước về luật biển năm 1982.","Bình đẳng, hiểu biết, tôn trọng lẫn nhau và luật pháp quốc tế."
3004,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Nhìn chung, trong giai đoạn 1991-1995, quan hệ Việt Nam - Trung Quốc đã được chính thức bình thường hóa và nhanh chóng phát triển, mặc dù còn một số vấn đề phức tạp. Sự phát triển quan hệ Việt Nam - Trung Quốc là một trong những điều kiện thuận lợi cho công cuộc đổi mới ở Việt Nam.",Đặc điểm quan hệ Việt Nam - Trung Quốc giai đoạn 1991-1995 là gì?,Chính thức bình thường hóa và nhanh chóng phát triển.,Đã được chính thức bình thường hóa và phát triển nhanh chóng.
3005,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Nhìn chung, trong giai đoạn 1991-1995, quan hệ Việt Nam - Trung Quốc đã được chính thức bình thường hóa và nhanh chóng phát triển, mặc dù còn một số vấn đề phức tạp. Sự phát triển quan hệ Việt Nam - Trung Quốc là một trong những điều kiện thuận lợi cho công cuộc đổi mới ở Việt Nam.",Sự phát triển quan hệ Việt - Trung có vai trò gì cho Việt Nam?,Một trong những điều kiện thuận lợi cho công cuộc đổi mới ở Việt Nam.,Là một trong những điều kiện thuận lợi cho công cuộc đổi mới của Việt Nam.
3006,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Sau khi Việt Nam hoàn thành việc rút quân khỏi Campuchia (tháng 9-1989), các cuộc đối thoại giữa Việt Nam và Mỹ về việc bình thường hóa quan hệ giữa hai nước được chính thức bắt đầu. Sau 4 vòng đàm phán, diễn ra từ cuối tháng 9-1989, vòng đàm phán thứ 5 được tiến hành vào ngày 9-4-1991 tại New York. Trong cuộc đàm phán này, phía Mỹ đưa ra bàn ""Lộ trình"" (road maping) 4 giai đoạn cho việc bình thường hóa quan hệ với Việt Nam:.",Việt Nam rút quân khỏi Campuchia khi nào?,Tháng 9-1989.,Tháng 9 năm 1989.
3007,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Sau khi Việt Nam hoàn thành việc rút quân khỏi Campuchia (tháng 9-1989), các cuộc đối thoại giữa Việt Nam và Mỹ về việc bình thường hóa quan hệ giữa hai nước được chính thức bắt đầu. Sau 4 vòng đàm phán, diễn ra từ cuối tháng 9-1989, vòng đàm phán thứ 5 được tiến hành vào ngày 9-4-1991 tại New York. Trong cuộc đàm phán này, phía Mỹ đưa ra bàn ""Lộ trình"" (road maping) 4 giai đoạn cho việc bình thường hóa quan hệ với Việt Nam:.",Cuộc đối thoại Việt - Mỹ về bình thường hóa quan hệ bắt đầu khi nào?,Sau khi Việt Nam hoàn thành việc rút quân khỏi Campuchia.,Sau khi Việt Nam rút quân khỏi Campuchia.
3008,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Sau khi Việt Nam hoàn thành việc rút quân khỏi Campuchia (tháng 9-1989), các cuộc đối thoại giữa Việt Nam và Mỹ về việc bình thường hóa quan hệ giữa hai nước được chính thức bắt đầu. Sau 4 vòng đàm phán, diễn ra từ cuối tháng 9-1989, vòng đàm phán thứ 5 được tiến hành vào ngày 9-4-1991 tại New York. Trong cuộc đàm phán này, phía Mỹ đưa ra bàn ""Lộ trình"" (road maping) 4 giai đoạn cho việc bình thường hóa quan hệ với Việt Nam:.",Vòng đàm phán thứ 5 Việt - Mỹ diễn ra ở đâu và khi nào?,"New York, ngày 9-4-1991.",Tại New York vào ngày 9 tháng 4 năm 1991.
3009,Giai đoạn 1975 - 2000,Tiếp tục mở rộng quan hệ đối ngoại,"Sau khi Việt Nam hoàn thành việc rút quân khỏi Campuchia (tháng 9-1989), các cuộc đối thoại giữa Việt Nam và Mỹ về việc bình thường hóa quan hệ giữa hai nước được chính thức bắt đầu. Sau 4 vòng đàm phán, diễn ra từ cuối tháng 9-1989, vòng đàm phán thứ 5 được tiến hành vào ngày 9-4-1991 tại New York. Trong cuộc đàm phán này, phía Mỹ đưa ra bàn ""Lộ trình"" (road maping) 4 giai đoạn cho việc bình thường hóa quan hệ với Việt Nam:.",Mỹ đưa ra lộ trình bình thường hóa quan hệ với bao nhiêu giai đoạn?,4 giai đoạn.,4 giai đoạn.
