index,period,heading,context,question,extractive answer,abstractive answer
3000,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Tháng 8-1930, nhân ngày Quốc tế đỏ (1/8/1930), Trung ương Đảng Cộng sản Việt Nam đã nhận định: ""Sau những cuộc tranh đấu của quần chúng công nông vừa qua, chúng ta thấy rõ ràng bọn quan làng, phong kiến đều hết sức giúp giùm bọn đế quốc Pháp ra bắn giết làm hại quần chúng cách mạng. Bọn địa chủ và bọn đại tư bản đã đứng hẳn về phe đế quốc chủ nghĩa mà nhất trí chống lại công nông...""",Trung ương Đảng Cộng sản Việt Nam nhận định về thái độ của địa chủ và đại tư bản ra sao?,đã đứng hẳn về phe đế quốc chủ nghĩa mà nhất trí chống lại công nông,Nhận định rằng họ hoàn toàn đứng về phía đế quốc và thống nhất chống lại công nông.
3001,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Ở Trung Kỳ, sự ""tận tâm"" của tất cả những lực lượng phản động là những quan lại, địa chủ gian ác, lý dịch các cấp được tập hợp trong đảng Lý Nhân. Phong trào 1930-1931 và Xô viết Nghệ Tĩnh bị ""dẹp"" đã là một ví dụ của sự ''hợp tác - cộng tác"" giữa hai thế lực thực dân - phong kiến và cho thấy rõ vai trò của những tên tay sai là những đại địa chủ cường hào gian ác như thế nào.","Ở Trung Kỳ, lực lượng phản động nào được tập hợp trong đảng Lý Nhân?","quan lại, địa chủ gian ác, lý dịch các cấp","Bao gồm quan lại, địa chủ gian ác và lý dịch các cấp."
3002,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Ở Trung Kỳ, sự ""tận tâm"" của tất cả những lực lượng phản động là những quan lại, địa chủ gian ác, lý dịch các cấp được tập hợp trong đảng Lý Nhân. Phong trào 1930-1931 và Xô viết Nghệ Tĩnh bị ""dẹp"" đã là một ví dụ của sự ''hợp tác - cộng tác"" giữa hai thế lực thực dân - phong kiến và cho thấy rõ vai trò của những tên tay sai là những đại địa chủ cường hào gian ác như thế nào.","Phong trào nào ở Trung Kỳ bị đàn áp thể hiện sự ""hợp tác - cộng tác"" giữa thực dân và phong kiến?",Phong trào 1930-1931 và Xô viết Nghệ Tĩnh,Phong trào 1930-1931 và Xô viết Nghệ Tĩnh là ví dụ.
3003,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Ở Trung Kỳ, sự ""tận tâm"" của tất cả những lực lượng phản động là những quan lại, địa chủ gian ác, lý dịch các cấp được tập hợp trong đảng Lý Nhân. Phong trào 1930-1931 và Xô viết Nghệ Tĩnh bị ""dẹp"" đã là một ví dụ của sự ''hợp tác - cộng tác"" giữa hai thế lực thực dân - phong kiến và cho thấy rõ vai trò của những tên tay sai là những đại địa chủ cường hào gian ác như thế nào.",Vai trò của những tên tay sai là đại địa chủ cường hào gian ác trong đàn áp phong trào cách mạng ở Trung Kỳ là gì?,cho thấy rõ vai trò,Thể hiện rõ vai trò tích cực trong việc đàn áp phong trào cách mạng.
3004,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Ở Nam Kỳ, Đảng Lập hiến tiếp tục đòi lập hiến, tức là mở rộng xã hội dân sự để mở rộng quyền đại diện của giới thượng lưu trong các cơ quan lập pháp, hành pháp và tư pháp, tức là trong bộ máy chính quyền thực dân. Đảng này tha thiết muốn ""Pháp - Việt đề huề"" và ủng hộ cuồng nhiệt việc đàn áp của thực dân đối với phong trào cách mạng cũng như mọi chính sách khai thác, bóc lột của thực dân Pháp đối với nhân dân ta.","Ở Nam Kỳ, Đảng Lập hiến chủ trương điều gì?","tiếp tục đòi lập hiến, tức là mở rộng xã hội dân sự",Tiếp tục chủ trương lập hiến và mở rộng xã hội dân sự.
3005,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Ở Nam Kỳ, Đảng Lập hiến tiếp tục đòi lập hiến, tức là mở rộng xã hội dân sự để mở rộng quyền đại diện của giới thượng lưu trong các cơ quan lập pháp, hành pháp và tư pháp, tức là trong bộ máy chính quyền thực dân. Đảng này tha thiết muốn ""Pháp - Việt đề huề"" và ủng hộ cuồng nhiệt việc đàn áp của thực dân đối với phong trào cách mạng cũng như mọi chính sách khai thác, bóc lột của thực dân Pháp đối với nhân dân ta.",Đảng Lập hiến muốn mở rộng quyền đại diện của giới thượng lưu ở đâu?,"trong các cơ quan lập pháp, hành pháp và tư pháp","Trong các cơ quan lập pháp, hành pháp và tư pháp của chính quyền thực dân."
3006,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Ở Nam Kỳ, Đảng Lập hiến tiếp tục đòi lập hiến, tức là mở rộng xã hội dân sự để mở rộng quyền đại diện của giới thượng lưu trong các cơ quan lập pháp, hành pháp và tư pháp, tức là trong bộ máy chính quyền thực dân. Đảng này tha thiết muốn ""Pháp - Việt đề huề"" và ủng hộ cuồng nhiệt việc đàn áp của thực dân đối với phong trào cách mạng cũng như mọi chính sách khai thác, bóc lột của thực dân Pháp đối với nhân dân ta.",Thái độ của Đảng Lập hiến đối với chính sách của thực dân Pháp là gì?,"ủng hộ cuồng nhiệt việc đàn áp, mọi chính sách khai thác, bóc lột",Ủng hộ mạnh mẽ việc đàn áp phong trào cách mạng và các chính sách bóc lột của thực dân.
3007,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Joseph Buttinger nhận xét: “Khi những cuộc nổi dậy rộng lớn 1930-1931 xảy ra ở Bắc Kỳ và Trung Kỳ, các lãnh tụ Đảng Lập hiến bằng việc đứng bên cạnh người Pháp và vỗ tay hoan hô việc đàn áp tàn bạo những phong trào cách mạng, đã chắc chắn đảm bảo cho sự tồn tại của đảng mình mặc dù đó chỉ còn là một thây ma về chính trị”.",Joseph Buttinger đã nhận xét về hành động của lãnh tụ Đảng Lập hiến trong cuộc nổi dậy 1930-1931 như thế nào?,đứng bên cạnh người Pháp và vỗ tay hoan hô việc đàn áp tàn bạo,Ông nhận xét rằng họ đứng về phía người Pháp và ủng hộ việc đàn áp tàn bạo các phong trào cách mạng.
3008,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Joseph Buttinger nhận xét: “Khi những cuộc nổi dậy rộng lớn 1930-1931 xảy ra ở Bắc Kỳ và Trung Kỳ, các lãnh tụ Đảng Lập hiến bằng việc đứng bên cạnh người Pháp và vỗ tay hoan hô việc đàn áp tàn bạo những phong trào cách mạng, đã chắc chắn đảm bảo cho sự tồn tại của đảng mình mặc dù đó chỉ còn là một thây ma về chính trị”.","Theo Joseph Buttinger, hành động của Đảng Lập hiến đã đảm bảo điều gì?",đảm bảo cho sự tồn tại của đảng mình,"Đảm bảo sự tồn tại của đảng, dù chỉ còn là một tổ chức chính trị suy yếu."
3009,Giai đoạn 1858 - 1945,Tình hình các giai cấp xã hội,"Dưới đây là một bài viết của Nguyễn Phan Long nhan đề: ""Cùng những đồng bào quan tâm đến vận mệnh của dân"" trên tờ Đuốc Nhà Nam - báo của Đảng Lập hiến ngày 10/6/1930, được tìm thấy trong một tài liệu lưu trữ. Trong bài viết này, Nguyễn Phan Long phản đối những yêu sách của nông dân về ruộng đất và thuế khóa.",Nguyễn Phan Long viết bài báo có nhan đề gì và đăng trên tờ báo nào?,"Cùng những đồng bào quan tâm đến vận mệnh của dân, Đuốc Nhà Nam","Bài báo ""Cùng những đồng bào quan tâm đến vận mệnh của dân"" trên tờ Đuốc Nhà Nam."
