index,period,heading,context,question,extractive answer,abstractive answer
1000,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"1. Ra sức phát triển công nghiệp và nông nghiệp, thực hiện một bước việc ưu tiên phát triển công nghiệp nặng, đồng thời ra sức phát triển nông nghiệp một cách toàn diện, phát triển công nghiệp nhẹ, phát triển giao thông vận tải, tăng cường thương nghiệp quốc doanh và thương nghiệp hợp tác xã, chuẩn bị cơ sở để biến nước ta thành một nước công nghiệp và nông nghiệp xã hội chủ nghĩa.
2. Hoàn thành công cuộc cải tạo xã hội chủ nghĩa đối với nông nghiệp, thủ công nghiệp, thương nghiệp nhỏ và công thương nghiệp tư bản tư doanh, tăng cường mối quan hệ giữa sở hữu toàn dân và sở hữu tập thể, mở rộng quan hệ sản xuất xã hội chủ nghĩa trong toàn bộ nền kinh tế quốc dân.
3. Nâng cao trình độ văn hóa của nhân dân, đẩy mạnh công tác đào tạo và bồi dưỡng cán bộ, nhất là cán bộ xây dựng kinh tế và công nhân lành nghề, nâng cao năng lực quản lý kinh tế của cán bộ, công nhân và nhân dân lao động, đẩy mạnh công tác khoa học và kỹ thuật, đẩy mạnh thăm dò tài nguyên thiên nhiên và điều tra cơ bản, nhằm phục vụ nhu cầu phát triển kinh tế và văn hóa.
4. Cải thiện đời sống vật chất và văn hóa của nhân dân thêm một bước, làm cho nhân dân ta được ăn no, mặc ấm, tăng thêm sức khỏe, có thêm nhà ở và được học tập, mở mang sự nghiệp phúc lợi công cộng, xây dựng đời sống mới ở nông thôn và thành thị.
5. Đi đôi và kết hợp với việc phát triển kinh tế, cần ra sức củng cố quốc phòng, tăng cường trật tự an ninh, bảo vệ sự nghiệp xây dựng chủ nghĩa xã hội ở miền Bắc.",Đoạn văn nhấn mạnh việc nâng cao trình độ gì của nhân dân?,Trình độ văn hóa.,Đoạn văn nhấn mạnh việc nâng cao trình độ văn hóa cho toàn dân.
1001,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"1. Ra sức phát triển công nghiệp và nông nghiệp, thực hiện một bước việc ưu tiên phát triển công nghiệp nặng, đồng thời ra sức phát triển nông nghiệp một cách toàn diện, phát triển công nghiệp nhẹ, phát triển giao thông vận tải, tăng cường thương nghiệp quốc doanh và thương nghiệp hợp tác xã, chuẩn bị cơ sở để biến nước ta thành một nước công nghiệp và nông nghiệp xã hội chủ nghĩa.
2. Hoàn thành công cuộc cải tạo xã hội chủ nghĩa đối với nông nghiệp, thủ công nghiệp, thương nghiệp nhỏ và công thương nghiệp tư bản tư doanh, tăng cường mối quan hệ giữa sở hữu toàn dân và sở hữu tập thể, mở rộng quan hệ sản xuất xã hội chủ nghĩa trong toàn bộ nền kinh tế quốc dân.
3. Nâng cao trình độ văn hóa của nhân dân, đẩy mạnh công tác đào tạo và bồi dưỡng cán bộ, nhất là cán bộ xây dựng kinh tế và công nhân lành nghề, nâng cao năng lực quản lý kinh tế của cán bộ, công nhân và nhân dân lao động, đẩy mạnh công tác khoa học và kỹ thuật, đẩy mạnh thăm dò tài nguyên thiên nhiên và điều tra cơ bản, nhằm phục vụ nhu cầu phát triển kinh tế và văn hóa.
4. Cải thiện đời sống vật chất và văn hóa của nhân dân thêm một bước, làm cho nhân dân ta được ăn no, mặc ấm, tăng thêm sức khỏe, có thêm nhà ở và được học tập, mở mang sự nghiệp phúc lợi công cộng, xây dựng đời sống mới ở nông thôn và thành thị.
5. Đi đôi và kết hợp với việc phát triển kinh tế, cần ra sức củng cố quốc phòng, tăng cường trật tự an ninh, bảo vệ sự nghiệp xây dựng chủ nghĩa xã hội ở miền Bắc.",Mục tiêu chính của việc cải thiện đời sống nhân dân là gì?,"Được ăn no, mặc ấm, tăng sức khỏe.","Mục tiêu là giúp nhân dân ăn no, mặc ấm, khỏe mạnh và có điều kiện học tập."
1002,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"1. Ra sức phát triển công nghiệp và nông nghiệp, thực hiện một bước việc ưu tiên phát triển công nghiệp nặng, đồng thời ra sức phát triển nông nghiệp một cách toàn diện, phát triển công nghiệp nhẹ, phát triển giao thông vận tải, tăng cường thương nghiệp quốc doanh và thương nghiệp hợp tác xã, chuẩn bị cơ sở để biến nước ta thành một nước công nghiệp và nông nghiệp xã hội chủ nghĩa.
2. Hoàn thành công cuộc cải tạo xã hội chủ nghĩa đối với nông nghiệp, thủ công nghiệp, thương nghiệp nhỏ và công thương nghiệp tư bản tư doanh, tăng cường mối quan hệ giữa sở hữu toàn dân và sở hữu tập thể, mở rộng quan hệ sản xuất xã hội chủ nghĩa trong toàn bộ nền kinh tế quốc dân.
3. Nâng cao trình độ văn hóa của nhân dân, đẩy mạnh công tác đào tạo và bồi dưỡng cán bộ, nhất là cán bộ xây dựng kinh tế và công nhân lành nghề, nâng cao năng lực quản lý kinh tế của cán bộ, công nhân và nhân dân lao động, đẩy mạnh công tác khoa học và kỹ thuật, đẩy mạnh thăm dò tài nguyên thiên nhiên và điều tra cơ bản, nhằm phục vụ nhu cầu phát triển kinh tế và văn hóa.
4. Cải thiện đời sống vật chất và văn hóa của nhân dân thêm một bước, làm cho nhân dân ta được ăn no, mặc ấm, tăng thêm sức khỏe, có thêm nhà ở và được học tập, mở mang sự nghiệp phúc lợi công cộng, xây dựng đời sống mới ở nông thôn và thành thị.
5. Đi đôi và kết hợp với việc phát triển kinh tế, cần ra sức củng cố quốc phòng, tăng cường trật tự an ninh, bảo vệ sự nghiệp xây dựng chủ nghĩa xã hội ở miền Bắc.","Cùng với phát triển kinh tế, cần làm gì thêm?",Củng cố quốc phòng và trật tự an ninh.,"Cần ra sức củng cố quốc phòng, tăng cường trật tự an ninh bên cạnh phát triển kinh tế."
1003,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Đại hội đại biểu Đảng Lao động Việt Nam lần thứ III được gọi là Đại hội xây dựng chủ nghĩa xã hội ở miền Bắc và đấu tranh hòa bình thống nhất nước nhà , là cái mốc đánh dấu sự kết thúc thời kỳ cải tạo nền kinh tế về mặt sở hữu và sự mở đầu của thời kỳ xây dựng kinh tế có kế hoạch trên quy mô lớn.",Đại hội đại biểu Đảng Lao động Việt Nam lần thứ III còn được gọi là gì?,Đại hội xây dựng chủ nghĩa xã hội và đấu tranh thống nhất nước nhà.,Đại hội III còn được gọi là Đại hội xây dựng chủ nghĩa xã hội ở miền Bắc và đấu tranh hòa bình thống nhất nước nhà.
1004,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Đại hội đại biểu Đảng Lao động Việt Nam lần thứ III được gọi là Đại hội xây dựng chủ nghĩa xã hội ở miền Bắc và đấu tranh hòa bình thống nhất nước nhà , là cái mốc đánh dấu sự kết thúc thời kỳ cải tạo nền kinh tế về mặt sở hữu và sự mở đầu của thời kỳ xây dựng kinh tế có kế hoạch trên quy mô lớn.",Đại hội III đánh dấu sự kết thúc của thời kỳ nào?,Thời kỳ cải tạo kinh tế về sở hữu.,Đại hội III đánh dấu sự kết thúc thời kỳ cải tạo nền kinh tế về mặt sở hữu.
1005,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Từ năm 1961, miền Bắc chuyển sang thời kỳ lấy xây dựng cơ sở vật chất và kỹ thuật của chủ nghĩa xã hội làm nhiệm vụ trọng tâm, đồng thời tiếp tục hoàn thành cải tạo xã hội chủ nghĩa, củng cố và hoàn thiện quan hệ sản xuất mới, với khẩu hiệu hành động hừng hực khí thế cách mạng Tiến nhanh, tiến mạnh, tiến vững chắc lên chủ nghĩa xã hội , khẩu hiệu mà trong vài thập kỷ lại đây cho rằng mang tính nóng vội, chủ quan và duy ý chí. Vào mùa xuân năm 1961, Bộ Chính trị quyết định mở cuộc chỉnh huấn chính trị mùa xuân nhằm xây dựng những con người của chủ nghĩa xã hội, có tư tưởng, tác phong xã hội chủ nghĩa . Toàn thể quân - dân - chính - đảng đã tiến hành thực hiện nghiêm chỉnh cuộc chỉnh huấn này.",Miền Bắc lấy nhiệm vụ trọng tâm gì từ năm 1961?,Xây dựng cơ sở vật chất và kỹ thuật xã hội chủ nghĩa.,"Từ năm 1961, miền Bắc tập trung xây dựng cơ sở vật chất và kỹ thuật cho chủ nghĩa xã hội."
1006,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Từ năm 1961, miền Bắc chuyển sang thời kỳ lấy xây dựng cơ sở vật chất và kỹ thuật của chủ nghĩa xã hội làm nhiệm vụ trọng tâm, đồng thời tiếp tục hoàn thành cải tạo xã hội chủ nghĩa, củng cố và hoàn thiện quan hệ sản xuất mới, với khẩu hiệu hành động hừng hực khí thế cách mạng Tiến nhanh, tiến mạnh, tiến vững chắc lên chủ nghĩa xã hội , khẩu hiệu mà trong vài thập kỷ lại đây cho rằng mang tính nóng vội, chủ quan và duy ý chí. Vào mùa xuân năm 1961, Bộ Chính trị quyết định mở cuộc chỉnh huấn chính trị mùa xuân nhằm xây dựng những con người của chủ nghĩa xã hội, có tư tưởng, tác phong xã hội chủ nghĩa . Toàn thể quân - dân - chính - đảng đã tiến hành thực hiện nghiêm chỉnh cuộc chỉnh huấn này.",Khẩu hiệu hành động giai đoạn này là gì?,"Tiến nhanh, tiến mạnh, tiến vững chắc lên chủ nghĩa xã hội .","Tiến nhanh, tiến mạnh, tiến vững chắc lên chủ nghĩa xã hội , sau này bị đánh giá nóng vội, duy ý chí."
1007,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Từ năm 1961, miền Bắc chuyển sang thời kỳ lấy xây dựng cơ sở vật chất và kỹ thuật của chủ nghĩa xã hội làm nhiệm vụ trọng tâm, đồng thời tiếp tục hoàn thành cải tạo xã hội chủ nghĩa, củng cố và hoàn thiện quan hệ sản xuất mới, với khẩu hiệu hành động hừng hực khí thế cách mạng Tiến nhanh, tiến mạnh, tiến vững chắc lên chủ nghĩa xã hội , khẩu hiệu mà trong vài thập kỷ lại đây cho rằng mang tính nóng vội, chủ quan và duy ý chí. Vào mùa xuân năm 1961, Bộ Chính trị quyết định mở cuộc chỉnh huấn chính trị mùa xuân nhằm xây dựng những con người của chủ nghĩa xã hội, có tư tưởng, tác phong xã hội chủ nghĩa . Toàn thể quân - dân - chính - đảng đã tiến hành thực hiện nghiêm chỉnh cuộc chỉnh huấn này.",Mục tiêu của cuộc chỉnh huấn chính trị mùa xuân 1961 là gì?,Xây dựng con người xã hội chủ nghĩa.,Cuộc chỉnh huấn nhằm xây dựng những con người có tư tưởng và tác phong xã hội chủ nghĩa.
1008,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Các Hội nghị của Ban Chấp hành Trung ương Đảng, trong khoảng thời gian từ năm 1961 đến năm 1965, đã bàn và quyết định những vấn đề cụ thể về các lĩnh vực kinh tế, văn hóa, quốc phòng - an ninh... Tất cả các ngành đều triển khai hết sức tích cực hướng tới thực hiện thắng lợi Nghị quyết Đại hội III và những nhiệm vụ của kế hoạch 5 năm lần thứ nhất với ý tưởng muốn mau chóng hoàn thành công cuộc cải tạo để mau chóng phát triển và hiện đại hóa sức sản xuất, đẩy mạnh xây dựng chủ nghĩa xã hội và ngược lại, công cuộc xây dựng chủ nghĩa xã hội giúp cho quan hệ sản xuất mới do cải tạo xã hội chủ nghĩa đưa lại ngày càng được củng cố và phát triển .",Các Hội nghị của Ban Chấp hành Trung ương Đảng từ 1961 đến 1965 bàn về vấn đề gì?,"Các vấn đề kinh tế, văn hóa, quốc phòng - an ninh.","Các Hội nghị đã bàn và quyết định những vấn đề về kinh tế, văn hóa, quốc phòng - an ninh."
1009,Giai đoạn 1954 -1975,Bước đầu xây dựng cơ sở vật chất cho Chủ nghĩa Xã hội,"Các Hội nghị của Ban Chấp hành Trung ương Đảng, trong khoảng thời gian từ năm 1961 đến năm 1965, đã bàn và quyết định những vấn đề cụ thể về các lĩnh vực kinh tế, văn hóa, quốc phòng - an ninh... Tất cả các ngành đều triển khai hết sức tích cực hướng tới thực hiện thắng lợi Nghị quyết Đại hội III và những nhiệm vụ của kế hoạch 5 năm lần thứ nhất với ý tưởng muốn mau chóng hoàn thành công cuộc cải tạo để mau chóng phát triển và hiện đại hóa sức sản xuất, đẩy mạnh xây dựng chủ nghĩa xã hội và ngược lại, công cuộc xây dựng chủ nghĩa xã hội giúp cho quan hệ sản xuất mới do cải tạo xã hội chủ nghĩa đưa lại ngày càng được củng cố và phát triển .",Mục tiêu của việc cải tạo xã hội chủ nghĩa là gì?,Phát triển và hiện đại hóa sức sản xuất.,"Mục tiêu là phát triển và hiện đại hóa sức sản xuất, đẩy mạnh xây dựng chủ nghĩa xã hội."
