index,period,heading,context,question,extractive answer,abstractive answer
3000,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Khi từ Xiêm trở về (7-1787) chiếm lại Gia Định, tiến quân đến đâu Nguyễn Ánh đã cho đặt quan lại và xây dựng chính quyền ở đây làm căn cứ vững chắc.
 
 Tháng 2 năm 1788, Nguyễn Ánh đã cho đặt quan công đường ở dinh Vĩnh Trấn, lấy Phạm Văn Thận làm Ký lục.
 
 Tháng 7, tiếp tục đặt quan công đường ở dinh Trấn Định, cho Tôn Thất Huy, Phạm Văn Sỹ và Tống Phước Đạm cai quản mọi công việc tướng sĩ binh dân trong dinh hạt.
 
 Khi chiếm lại được Gia Định, Nguyễn Ánh cho đặt nốt quan công đường ở hai dinh còn lại là Phiên Trấn và Trấn Biên.
 
 Lấy Ký lục dinh Vĩnh Trấn là Phạm Văn Thận kiêm chức Cai bạ dinh Phiên Trấn và Nguyễn Doãn Thống làm Ký lục.
 
 Cựu Lưu thủ Đoàn Văn Khoa làm Lưu thủ Trấn Biên và Tham mưu Trương Đức Khoa làm Ký lục.
 
 Sau đó lại cho đặt nhà công đồng làm nơi cho các quan văn võ hội bàn việc công.
 
 Mọi việc đều theo chỉ vua mà truyền thị và sai phái đều xưng là công đồng, đóng ấn khắc bốn chữ Thiêm ngôn doãn hiệp (Đều bàn hiệp nhau - Mọi người đồng ý), ở những nơi xung yếu còn cho đặt thêm các đạo, các đồn, có chức Thủ ngự coi giữ.",Nguyễn Ánh trở về từ Xiêm và chiếm lại Gia Định vào thời gian nào?,Khi từ Xiêm trở về (7-1787) chiếm lại Gia Định.,Nguyễn Ánh trở về từ Xiêm và chiếm lại Gia Định vào tháng 7 năm 1787.
3001,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Tháng 7 năm 1789, bắt đầu đặt Sứ quán làm nơi tiếp đón và cư trú cho sứ giả đôn từ các nước Chân Lạp, Xiêm, Đô Bàn.
 
 gồm hai tòa nhà, mỗi tòa 5 gian, có 20 lính lệ canh giữ.
 
 Tháng Ba năm Canh Tuất (1790), Nguyễn Ánh cho xây thành Gia Định, có 8 cửa theo hình bát giác, ở giữa là cung điện, bên tả dựng nhà Thái miếu, phía sau miếu là kho tàng, bên hữu đặt cục chế tạo, chung quanh là nhà ở dành cho quân túc vệ.
 
 Giữa sân dựng kỳ đài cao ba tầng, tầng trên là tòa bát giác vọng đẩu, ban ngày tuần, ban đêm kéo đèn làm hiệu lệnh cho các quân.
 
 Trong thành dựng cả Hậu điện để phụng sự Quốc mẫu.
 
 Tám cửa thành đều xây bằng đá ong.
 
 Phía Nam là cửa Càn Nguyên và cửa Ly Minh, phía Bắc là cửa Khôn Hậu và cửa Khám Hiểm, phía Đông là cửa Chấn Hanh và cửa cấm Chí, phía Tây là cửa Tôn Thuận và cửa Đoài Duyệt.
 
 Dọc ngang có 8 đường đi, Đông sang Tây dài 131 trượng 2 thước, Nam sang Bắc cũng thế.
 
 Cao 13 thước, chân dày 7 trượng 5 thước.
 
 Phía ngoài thành có đường hào rộng 10 trượng 5 thước, sâu 14 thước, bắc ngang bằng cầu treo.
 
 Chu vi ngoài thành rộng 794 trượng.",Sứ quán bắt đầu được đặt vào thời gian nào?,Tháng 7 năm 1789.,Sứ quán được bắt đầu đặt vào tháng 7 năm 1789.
3002,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Tháng 7 năm 1789, bắt đầu đặt Sứ quán làm nơi tiếp đón và cư trú cho sứ giả đôn từ các nước Chân Lạp, Xiêm, Đô Bàn...
 gồm hai tòa nhà, mỗi tòa 5 gian, có 20 lính lệ canh giữ.
 
 Tháng Ba năm Canh Tuất (1790), Nguyễn Ánh cho xây thành Gia Định, có 8 cửa theo hình bát giác, ở giữa là cung điện, bên tả dựng nhà Thái miếu, phía sau miếu là kho tàng, bên hữu đặt cục chế tạo, chung quanh là nhà ở dành cho quân túc vệ.
 Giữa sân dựng kỳ đài cao ba tầng, tầng trên là tòa bát giác vọng đẩu, ban ngày tuần, ban đêm kéo đèn làm hiệu lệnh cho các quân.
 Trong thành dựng cả Hậu điện để phụng sự Quốc mẫu.
 Tám cửa thành đều xây bằng đá ong.
 Phía Nam là cửa Càn Nguyên và cửa Ly Minh, phía Bắc là cửa Khôn Hậu và cửa Khám Hiểm, phía Đông là cửa Chấn Hanh và cửa cấm Chí, phía Tây là cửa Tôn Thuận và cửa Đoài Duyệt.
 Dọc ngang có 8 đường đi, Đông sang Tây dài 131 trượng 2 thước, Nam sang Bắc cũng thế.
 Cao 13 thước, chân dày 7 trượng 5 thước.
 Phía ngoài thành có đường hào rộng 10 trượng 5 thước, sâu 14 thước, bắc ngang bằng cầu treo.
 Chu vi ngoài thành rộng 794 trượng.",Sứ quán được sử dụng với mục đích gì?,Làm nơi tiếp đón và cư trú cho sứ giả.,Sứ quán dùng để tiếp đón và làm nơi ở cho sứ giả từ các nước.
3003,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Tháng 7 năm 1789, bắt đầu đặt Sứ quán làm nơi tiếp đón và cư trú cho sứ giả đôn từ các nước Chân Lạp, Xiêm, Đô Bàn...
 gồm hai tòa nhà, mỗi tòa 5 gian, có 20 lính lệ canh giữ.
 
 Tháng Ba năm Canh Tuất (1790), Nguyễn Ánh cho xây thành Gia Định, có 8 cửa theo hình bát giác, ở giữa là cung điện, bên tả dựng nhà Thái miếu, phía sau miếu là kho tàng, bên hữu đặt cục chế tạo, chung quanh là nhà ở dành cho quân túc vệ.
 Giữa sân dựng kỳ đài cao ba tầng, tầng trên là tòa bát giác vọng đẩu, ban ngày tuần, ban đêm kéo đèn làm hiệu lệnh cho các quân.
 Trong thành dựng cả Hậu điện để phụng sự Quốc mẫu.
 Tám cửa thành đều xây bằng đá ong.
 Phía Nam là cửa Càn Nguyên và cửa Ly Minh, phía Bắc là cửa Khôn Hậu và cửa Khảm Hiểm, phía Đông là cửa Chấn Hanh và cửa Cấn Chí, phía Tây là cửa Tốn Thuận và cửa Đoài Duyệt.
 Dọc ngang có 8 đường đi, Đông sang Tây dài 131 trượng 2 thước, Nam sang Bắc cũng thế.
 Cao 13 thước, chân dày 7 trượng 5 thước.
 Phía ngoài thành có đường hào rộng 10 trượng 5 thước, sâu 14 thước, bắc ngang bằng cầu treo.
 Chu vi ngoài thành rộng 794 trượng.",Nguyễn Ánh cho xây thành Gia Định vào năm nào?,Tháng Ba năm Canh Tuất (1790).,Thành Gia Định được Nguyễn Ánh cho xây vào tháng Ba năm Canh Tuất (1790).
3004,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Người biết rõ mà tố giác đúng thực thì được thưởng tiền 100 quan. Cha mẹ, vợ con và hương trưởng cùng những đồ đảng đi theo mà biết tự thú trước thì được miễn tội, cũng thưởng như thế.
 
 Hoặc có thêm một quy định đối với quan sở tại, nếu có trộm cướp mà không bắt được kẻ gian, thì phải đền tiền cho người mất của, về lệnh cấm đánh bạc cũng được quy định như sau: ai mở sòng chứa bạc, có người tố cáo, xét thực thì gia tài người chủ sòng bạc bị sung công, thu tiền mặt ở sòng và mỗi người đánh bạc 10 quan để thưởng cho người tố giác. Người đánh bạc mà cáo giác cũng được thưởng như thế. Những người phạm đều bị xử 100 roi và làm phu 3 năm.
 
 Về quân sự
 Trong thời gian ở Xiêm, Nguyễn Ánh đã có ý thức chuẩn bị lực lượng tại Gia Định, cho người về vận động đặt cơ sở, giới địa chủ giàu có ở Gia Định đã chuẩn bị được một lực lượng khá lớn. Khi về nước, đi đến đâu cần điều binh khiển tướng, Nguyễn Ánh có ngay hậu thuẫn. Lúc còn trú chân ở Hổ Châu, Nguyễn Ánh đã tụ họp tướng sĩ được hơn 300 người, thuyền chiến hơn 20 chiếc và từ Mân Thít được vài nghìn người, biên chế làm lính, gọi là đồn Xiêm Binh, tức Lính Xiêm (năm Gia Long thứ 9 đổi làm đồn Uy Viễn).","Trong thời gian ở Xiêm, Nguyễn Ánh đã có ý thức chuẩn bị lực lượng ở đâu?",Chuẩn bị lực lượng tại Gia Định.,"Khi ở Xiêm, Nguyễn Ánh đã chuẩn bị lực lượng quân sự tại vùng Gia Định."
3005,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Trung quân thủy dinh thì có 5 Thuận chi, mỗi chi có 3 hiệu, mỗi hiệu có 2 đội, mỗi đội có 5 thập, 5 khuông hiệu và 5 dực hiệu.
 Mỗi hiệu có 3 đội, mỗi đội có 5 thập.
 Chi thì đặt Chánh phó trưởng chi, hiệu đặt Chánh phó trưởng hiệu, đội đặt Cai đội, thập đặt Đội trưởng, mỗi chức một người.
 Trung quân thì ghi sổ thuộc dinh Phiên trấn; Tà quân thuộc tổng Kiến Đặng dinh Trấn Định và tổng Bình Yên dinh Vĩnh Trấn; Hữu quân thuộc tổng Kiến Hưng dinh Trấn Định; Hậu quân thuộc hai tổng Bình Dương và Tân An dinh Vĩnh Trấn; dinh Tiên Phong thuộc tổng Kiến Hòa dinh Trấn Định.
 Từ năm 1791, Nguyễn Ánh cho đại duyệt binh các tướng sĩ ở các dinh quân và đặt thành lệ thường cứ vào mùa xuân hằng năm thì duyệt quân để tăng cường sức mạnh quân sĩ.
 về kinh tế
 Kinh tế nông nghiệp
 Khi chiếm lại được Gia Định, ổn định về hành chính, xây dựng xong lực lượng quân đội hùng hậu, Nguyễn Ánh đã chú ý ngay tới việc chăm lo phát triển kinh tế, đặc biệt là kinh tế nông nghiệp để chuẩn bị lương thực cho cuộc chiến với Tây Sơn.
 Nguyễn Ánh hạ ở các nơi về làm ruộng.
 Đối với dân ngụ cư thì được miễn thuế thân, cho trở về làng cũ sinh sống.",Mục đích của việc Nguyễn Ánh cho duyệt quân hàng năm là gì?,Duyệt quân để tăng cường sức mạnh quân sĩ.,Mục đích là để tăng cường sức mạnh cho quân sĩ.
3006,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Trung quân thủy dinh thì có 5 Thuận chi, mỗi chi có 3 hiệu, mỗi hiệu có 2 đội, mỗi đội có 5 thập, 5 khuông hiệu và 5 dực hiệu.
 
 Mỗi hiệu có 3 đội, mỗi đội có 5 thập.
 
 Chi thì đặt Chánh phó trưởng chi, hiệu đặt Chánh phó trưởng hiệu, đội đặt Cai đội, thập đặt Đội trưởng, mỗi chức một người.
 
 Trung quân thì ghi sổ thuộc dinh Phiên trấn: Tà quân thuộc tổng Kiến Đặng dinh Trấn Định và tổng Bình Yên dinh Vĩnh Trấn; Hữu quân thuộc tổng Kiến Hưng dinh Trấn Định; Hậu quân thuộc hai tổng Bình Dương và Tân An dinh Vĩnh Trấn; dinh Tiên Phong thuộc tổng Kiến Hòa dinh Trấn Định.
 
 Từ năm 1791, Nguyễn Ánh cho đại duyệt binh các tướng sĩ ở các dinh quân và đặt thành lệ thường cứ vào mùa xuân hằng năm thì duyệt quân để tăng cường sức mạnh quân sĩ.
 
 - Về kinh tế
 - Kinh tế nông nghiệp
 Khi chiếm lại được Gia Định, ổn định về hành chính, xây dựng xong lực lượng quân đội hùng hậu, Nguyễn Ánh đã chú ý ngay tới việc chăm lo phát triển kinh tế, đặc biệt là kinh tế nông nghiệp để chuẩn bị lương thực cho cuộc chiến với Tây Sơn.
 
 Nguyễn Ánh hạ ở các nơi về làm ruộng.
 
 Đối với dân ngụ cư thì được miễn thuế thân, cho trở về làng cũ sinh sống.",Chính sách đối với dân ngụ cư dưới thời Nguyễn Ánh được mô tả như thế nào?,"Được miễn thuế thân, cho trở về làng cũ sinh sống.",Dân ngụ cư được miễn thuế thân và cho phép trở về làng cũ sinh sống.
3007,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Năm 1789, bắt đầu cho đặt chức quan Điền tuấn chuyên coi việc canh nông ở bốn dinh.
 
 Cử 12 quan chuyên trách việc này, như Trịnh Hoài Đức, Lê Quang Định, Ngô Tòng Chu, Hoàng Minh Khánh...
 
 Những quan Điền tuấn có trách nhiệm khuyên bảo nhân dân làm ruộng, người dân nào không theo nghề làm ruộng thì sung thay chân phủ binh.
 
 Đối với những người làm ruộng thì quy định: ""Đến khi lúa chín, xét số thu hoạch, người nào cấy mộng cỏ [mộng làng] được 100 thúng thóc (mỗi thúng 24 bát), cấy mộng núi cao được 70 thúng thóc trở lên, phủ binh thì miễn một năm tòng chinh, dân đinh thì miễn một năm dao dịch. Không đủ số ấy thì không được lệ miễn"".
 
 ""Những dân ngoại tịch (ngoài sổ hộ khẩu của các dinh) được mộ lập làm điền tốt, thuộc về quan Điền tuấn và được cấp mộng hoang, trâu cày, điền khí (dụng cụ sản xuất) để làm mộng, không đủ thì Nhà nước cho vay, sau mùa gặt thì nộp thóc để trả nợ”.
 
 Năm 1790, còn định rõ lệnh khuyến nông.
 
 Nguyễn Ánh ban tờ dụ rằng: ""Việc gốc của thiên hạ là việc làm mộng, không thể hoãn được."".",Dân ngoại tịch làm điền tốt được cấp những gì?,"Được cấp mộng hoang, trâu cày, điền khí (dụng cụ sản xuất).","Dân ngoại tịch làm điền tốt được cấp đất hoang, trâu cày và dụng cụ sản xuất."
3008,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Nay giặc giã mới yên, thuế má chưa đủ, quan Công đường các dinh nên khuyên bảo các phủ binh và dân làng trong hạt hết sức chăm nom ruộng nương, đừng nên lười biếng.
 
 Người siêng năng làm ruộng thì lao dịch đều miễn; nếu quan quản suất và xã trưởng dám bắt người làm việc riêng thì có tội.
 
 Ngày lúa chín, các quan Điền tuấn phải đến khám số thu hoạch, so với năm trước hơn kém thế nào thì tâu lên"".
 
 Tháng 10 năm ấy còn cho đặt đồn điền.
 
 Nguyễn Ánh dụ cho các quan văn rằng: ""Đạo trị nước trước hết phải cho đủ ăn. Nếu thóc nhiều của thừa thì việc gì chẳng nên? Bốn dinh Gia Định đất đai rất rộng. Trước kia việc quân chưa xong, đói kém xảy ra luôn, đến nỗi ruộng vườn bỏ hoang, dân chưa ra sức việc nông, của nước lương quân còn chưa đầy đủ. Đồn điền là phép hay đời xưa, nay muốn cử hành mà chưa nắm được chỗ cốt yếu. Các khanh vốn có mưu xa kinh trầm sẽ chọn những điều hay mà đem thi hành"".
 
 Rồi lệnh cho các đội quân túc trực và các đội quân ở doanh Trung quân ra vỡ ruộng ở Vàm Cỏ, đặt tên là trại Đồn Điền, được cấp trâu bò, dụng cụ sản xuất và thóc, ngô, đậu làm giống.
 
 Lúc thu hoạch về được chứa vào kho Chừ Tích, sau đổi làm kho Đồn Điền.","Theo Nguyễn Ánh, điều quan trọng nhất trong đạo trị nước là gì?",Đạo trị nước tmớc hết phải cho đủ ăn.,Nguyễn Ánh cho rằng trị nước trước hết phải đảm bảo đủ lương thực.
3009,Giai đoạn 938 - 1858,Thời kỳ Nguyễn Ánh chiếm lại và xây dựng lực lượng ở Gia Định (1787-1790),"Cai cơ hiệu Tiền dực là Nguyễn Bình trông coi công việc.
 
 Sau còn ra lệnh cho các nha văn võ mộ người lập các đội nậu đồn điền, hàng năm thu thóc sưu mỗi người 6 hộc, người nào mộ được 10 người trở lên thì được làm cai trại và gạch tên khỏi sổ lao dịch của làng.
 
 Năm 1791, Nguyễn Ánh lại ra lệnh cho các hạng dân và người Hoa kiều cũ mới ở đạo Long Xuyên, ai muốn làm đồn điền mà dụng cụ làm ruộng không đủ thì Nhà nước cho vay, mỗi năm nộp thóc sưu mỗi người 8 hộc, thuế thân như quân hạng và được miễn lao dịch. Ai không muốn làm đồn điền thì phải vào quân đội, để răn kẻ chơi bời lười biếng.
 
 Những người Hoa ở hai phủ Ba xắc và Trà Vinh cũng cho khẩu đất làm đồn điền, mỗi năm thu thóc sưu mỗi người 15 hộc (sau giảm cho 5 hộc).
 
 Để khuyến khích việc làm ruộng, Nguyễn Ánh còn ra lệnh cấm giết trâu. Quan lại phạm điều cấm này bị bãi chức, dân thì xử 100 roi và bị sung vào làm dịch phu.
 
 Lúc bấy giờ ở tổng Kiến Hòa thuộc dinh Trấn Định nhiều ruộng bỏ hoang, Nhà nước còn cấp trâu cho để cày và gặp trường hợp trâu bị chết dịch thì người mượn không phải đền.","Để khuyến khích làm ruộng, Nguyễn Ánh ra lệnh cấm gì và hình phạt cho quan lại là gì?",Cấm giết trâu. Quan lại phạm điều cấm này bị bãi chức.,Ra lệnh cấm giết trâu; quan lại vi phạm sẽ bị bãi chức.
