index,period,heading,context,question,extractive answer,abstractive answer
6000,Giai đoạn 938 - 1858,Quan hệ giữa nhà Nuyễn với các nước phương Tây,"Quan hệ Việt Nam và Hoa Kỳ được khởi động bắt đầu từ năm 1803 khi chiếc tàu mang tên Fame do thuyền trưởng Jeremiah Briggs chỉ huy cập bến Đà Năng ngày 21 tháng 5 năm 1803. Sau đó 2 ngày, Jeremiah Briggs nhờ một người Bồ Đào Nha dẫn đường ra Huế và nhờ một viên thuyền trưởng người Pháp làm môi giới để đề đạt lên vua Gia Long cho phép được buôn bán ở các hải cảng của Việt Nam. Đề nghị trên được Gia Long chấp thuận, nhưng vì lý do thời tiết, tàu của Jeremiah Briggs không cập bến được và rời khỏi Việt Nam đi Philippin vào ngày 10 tháng 6. Như vậy, sau hai lần đến Việt Nam, sứ bộ Hoa Kỳ vẫn chưa hoàn thành mục tiêu đề ra là thiết lập được mối quan hệ thương mại với Việt Nam.",Khi nào và bằng cách nào quan hệ Việt Nam - Hoa Kỳ được khởi động?,Quan hệ Việt Nam - Hoa Kỳ được khởi động vào năm 1803 khi chiếc tàu Fame do thuyền trưởng Jeremiah Briggs chỉ huy cập bến Đà Năng ngày 21 tháng 5 năm 1803.,Quan hệ Việt Nam - Hoa Kỳ bắt đầu vào năm 1803 khi tàu Fame của thuyền trưởng Jeremiah Briggs cập bến Đà Năng với mong muốn thiết lập quan hệ thương mại.
6001,Giai đoạn 938 - 1858,Quan hệ giữa nhà Nuyễn với các nước phương Tây,"Quan hệ Việt Nam và Hoa Kỳ được khởi động bắt đầu từ năm 1803 khi chiếc tàu mang tên Fame do thuyền trưởng Jeremiah Briggs chỉ huy cập bến Đà Năng ngày 21 tháng 5 năm 1803. Sau đó 2 ngày, Jeremiah Briggs nhờ một người Bồ Đào Nha dẫn đường ra Huế và nhờ một viên thuyền trưởng người Pháp làm môi giới để đề đạt lên vua Gia Long cho phép được buôn bán ở các hải cảng của Việt Nam. Đề nghị trên được Gia Long chấp thuận, nhưng vì lý do thời tiết, tàu của Jeremiah Briggs không cập bến được và rời khỏi Việt Nam đi Philippin vào ngày 10 tháng 6. Như vậy, sau hai lần đến Việt Nam, sứ bộ Hoa Kỳ vẫn chưa hoàn thành mục tiêu đề ra là thiết lập được mối quan hệ thương mại với Việt Nam.",Tại sao sứ bộ Hoa Kỳ không thể hoàn thành mục tiêu thiết lập quan hệ thương mại với Việt Nam?,"Sứ bộ Hoa Kỳ không thể hoàn thành mục tiêu thiết lập quan hệ thương mại với Việt Nam vì lý do thời tiết, tàu của Jeremiah Briggs không cập bến được và rời khỏi Việt Nam đi Philippin vào ngày 10 tháng 6.",Sứ bộ Hoa Kỳ không hoàn thành mục tiêu thiết lập quan hệ thương mại vì thời tiết xấu khiến tàu không thể cập bến và phải rời đi.
6002,Giai đoạn 938 - 1858,Quan hệ giữa nhà Nuyễn với các nước phương Tây,"Quá trình thiết lập mối quan hệ thương mại Việt Nam - Hoa Kỳ tiếp tục được xúc tiến dưới triều Thiệu Trị nhưng không phải bằng chính sách ngoại giao mà bằng vũ lực. Thời kỳ này, chính sách cấm đạo của triều đình Huế đang được thực hiện hết sức nghiêm ngặt. Nhiều giám mục, linh mục, tín đồ bị bắt và bị xử tử. Giám mục Leíebvre cũng đang bị triều đình Huế giam giữ. Viên giám mục này đã bí mật viết thư cho Pen-xi-van (John Percival), thuyền trưởng chiến hạm Constitution của Hoa Kỳ nhờ can thiệp. Nhận được thư, tháng 6 năm 1845, Pen-xi-van chỉ huy chiến hạm Constitution cập bến Đà Năng, cho quân đổ bộ lên bờ, bắn giết một số dân thường, đồng thời yêu cầu triều đình Huế giao nộp Giám mục Leíebvre. Triều đình Huế cử Viên ngoại lang Nguyễn Long và viên Kinh lịch tỉnh Quảng Nam là Nguyễn Dụng Giai đến thương lượng nhưng hai người này đã bị bắt xuống tàu làm con tin. Hành động ngang ngược của chiến hạm Hoa Kỳ đã làm cho Thiệu Trị vô cùng tức giận.",Quan hệ Việt Nam - Hoa Kỳ tiếp tục được xúc tiến như thế nào dưới triều Thiệu Trị?,"Quan hệ Việt Nam - Hoa Kỳ tiếp tục được xúc tiến dưới triều Thiệu Trị bằng vũ lực thay vì chính sách ngoại giao, khi chiến hạm Constitution của Hoa Kỳ đến Đà Năng yêu cầu can thiệp.","Dưới triều Thiệu Trị, quan hệ Việt Nam - Hoa Kỳ được thúc đẩy bằng vũ lực thông qua sự can thiệp của chiến hạm Constitution."
6003,Giai đoạn 938 - 1858,Quan hệ giữa nhà Nuyễn với các nước phương Tây,"Quá trình thiết lập mối quan hệ thương mại Việt Nam - Hoa Kỳ tiếp tục được xúc tiến dưới triều Thiệu Trị nhưng không phải bằng chính sách ngoại giao mà bằng vũ lực. Thời kỳ này, chính sách cấm đạo của triều đình Huế đang được thực hiện hết sức nghiêm ngặt. Nhiều giám mục, linh mục, tín đồ bị bắt và bị xử tử. Giám mục Leíebvre cũng đang bị triều đình Huế giam giữ. Viên giám mục này đã bí mật viết thư cho Pen-xi-van (John Percival), thuyền trưởng chiến hạm Constitution của Hoa Kỳ nhờ can thiệp. Nhận được thư, tháng 6 năm 1845, Pen-xi-van chỉ huy chiến hạm Constitution cập bến Đà Năng, cho quân đổ bộ lên bờ, bắn giết một số dân thường, đồng thời yêu cầu triều đình Huế giao nộp Giám mục Leíebvre. Triều đình Huế cử Viên ngoại lang Nguyễn Long và viên Kinh lịch tỉnh Quảng Nam là Nguyễn Dụng Giai đến thương lượng nhưng hai người này đã bị bắt xuống tàu làm con tin. Hành động ngang ngược của chiến hạm Hoa Kỳ đã làm cho Thiệu Trị vô cùng tức giận.",Hành động của chiến hạm Hoa Kỳ tại Đà Năng vào tháng 6 năm 1845 gây ra những hậu quả gì?,"Hành động của chiến hạm Hoa Kỳ đã làm cho Thiệu Trị vô cùng tức giận. Quân Hoa Kỳ đổ bộ lên bờ, bắn giết một số dân thường và yêu cầu triều đình Huế giao nộp Giám mục Leíebvre.","Hành động của chiến hạm Hoa Kỳ tại Đà Năng đã gây tức giận cho Thiệu Trị, làm căng thẳng quan hệ giữa Việt Nam và Hoa Kỳ."
6004,Giai đoạn 938 - 1858,Quan hệ giữa nhà Nuyễn với các nước phương Tây,"Trong suốt thời gian hơn nửa thế kỳ (1802 đến 1858), về cơ bản quan hệ giữa nhà Nguyễn và các nước phương Tây tiến triển không thuận lợi. Sở dĩ nhà Nguyễn thực hiện chính sách bế quan tỏa cảng một phần vì sự thiếu hiểu biết về nền văn minh phương Tây nên rất dè dặt trong quan hệ. Mặt khác, quan trọng hơn là nhà Nguyễn phòng xa những sự bất trắc đe dọa đến nền độc lập tự chủ của Việt Nam, không muốn các nước phương Tây (nhất là Pháp) can thiệp quá sâu vào nội bộ triều đình Huế.",Tại sao quan hệ giữa nhà Nguyễn và các nước phương Tây không thuận lợi trong giai đoạn 1802-1858?,"Quan hệ giữa nhà Nguyễn và các nước phương Tây không thuận lợi do sự thiếu hiểu biết về nền văn minh phương Tây, cùng với sự dè dặt và lo ngại về sự can thiệp của các nước phương Tây vào nội bộ Việt Nam.",Quan hệ giữa nhà Nguyễn và các nước phương Tây không thuận lợi vì sự thiếu hiểu biết về phương Tây và lo ngại sự can thiệp vào nội bộ Việt Nam.
6005,Giai đoạn 938 - 1858,Quan hệ giữa nhà Nuyễn với các nước phương Tây,"Trong suốt thời gian hơn nửa thế kỳ (1802 đến 1858), về cơ bản quan hệ giữa nhà Nguyễn và các nước phương Tây tiến triển không thuận lợi. Sở dĩ nhà Nguyễn thực hiện chính sách bế quan tỏa cảng một phần vì sự thiếu hiểu biết về nền văn minh phương Tây nên rất dè dặt trong quan hệ. Mặt khác, quan trọng hơn là nhà Nguyễn phòng xa những sự bất trắc đe dọa đến nền độc lập tự chủ của Việt Nam, không muốn các nước phương Tây (nhất là Pháp) can thiệp quá sâu vào nội bộ triều đình Huế.",Tại sao nhà Nguyễn thực hiện chính sách bế quan tỏa cảng?,"Nhà Nguyễn thực hiện chính sách bế quan tỏa cảng vì lo sợ sự can thiệp của các nước phương Tây, đặc biệt là Pháp, và muốn bảo vệ nền độc lập tự chủ của Việt Nam.",Nhà Nguyễn thực hiện chính sách bế quan tỏa cảng nhằm bảo vệ nền độc lập và ngăn ngừa sự can thiệp của các quốc gia phương Tây.
6006,Giai đoạn 938 - 1858,Thực trạng xã hội và đời sống nhân dân,"Trị vì một đất nước thống nhất, được quyền quản lý lãnh thổ rộng lớn, nhưng trước thực trạng tình hình chính trị ở mỗi miền vẫn còn khác nhau, nên chính quyền nhà Nguyễn trong buổi đầu dựng nghiệp cũng gặp không ít khó khăn. Các vua Gia Long (1802 - 1819), Minh Mệnh (1820 - 1840) đã tìm mọi cách sớm ổn định tình hình để có thể tạo dựng một cơ sở phát triển lâu dài cho vương triều.",Chính quyền nhà Nguyễn gặp khó khăn gì trong giai đoạn đầu của vương triều?,Chính quyền nhà Nguyễn gặp khó khăn vì tình hình chính trị ở mỗi miền vẫn còn khác nhau.,Chính quyền nhà Nguyễn gặp khó khăn trong việc ổn định tình hình chính trị do sự khác biệt giữa các miền.
6007,Giai đoạn 938 - 1858,Thực trạng xã hội và đời sống nhân dân,"Trị vì một đất nước thống nhất, được quyền quản lý lãnh thổ rộng lớn, nhưng trước thực trạng tình hình chính trị ở mỗi miền vẫn còn khác nhau, nên chính quyền nhà Nguyễn trong buổi đầu dựng nghiệp cũng gặp không ít khó khăn. Các vua Gia Long (1802 - 1819), Minh Mệnh (1820 - 1840) đã tìm mọi cách sớm ổn định tình hình để có thể tạo dựng một cơ sở phát triển lâu dài cho vương triều.",Các vua Gia Long và Minh Mệnh đã làm gì để ổn định tình hình trong giai đoạn đầu?,Các vua Gia Long và Minh Mệnh đã tìm mọi cách sớm ổn định tình hình để có thể tạo dựng một cơ sở phát triển lâu dài cho vương triều.,Gia Long và Minh Mệnh đã nỗ lực ổn định tình hình để tạo nền tảng vững chắc cho vương triều nhà Nguyễn.
6008,Giai đoạn 938 - 1858,Thực trạng xã hội và đời sống nhân dân,"Công việc của một nhà nước mới được thành lập trong giai đoạn đầu ở thế kỷ XIX vô cùng bộn bề và phức tạp. Xã hội Việt Nam lúc này đang có những biến chuyển mới, nhu cầu bức thiết đòi hỏi phải chinh đốn và kiện toàn các lĩnh vực chính trị, pháp luật, kinh tế, văn hóa, v.v... cho phù hợp với xu thế của lịch sử và tình hình của đất nước trong giai đoạn mới.",Công việc của nhà nước mới thành lập trong giai đoạn đầu thế kỷ XIX có gì đặc biệt?,"Công việc của nhà nước mới thành lập trong giai đoạn đầu rất bộn bề và phức tạp, phải chinh đốn và kiện toàn các lĩnh vực chính trị, pháp luật, kinh tế, văn hóa.","Nhà nước mới thành lập gặp nhiều thử thách, đòi hỏi cải cách các lĩnh vực chính trị, pháp luật, kinh tế, và văn hóa để phù hợp với thời kỳ mới."
6009,Giai đoạn 938 - 1858,Thực trạng xã hội và đời sống nhân dân,"Công việc của một nhà nước mới được thành lập trong giai đoạn đầu ở thế kỷ XIX vô cùng bộn bề và phức tạp. Xã hội Việt Nam lúc này đang có những biến chuyển mới, nhu cầu bức thiết đòi hỏi phải chinh đốn và kiện toàn các lĩnh vực chính trị, pháp luật, kinh tế, văn hóa, v.v... cho phù hợp với xu thế của lịch sử và tình hình của đất nước trong giai đoạn mới.",Xã hội Việt Nam lúc bấy giờ có những biến chuyển gì?,"Xã hội Việt Nam lúc này đang có những biến chuyển mới, nhu cầu bức thiết đòi hỏi phải chinh đốn và kiện toàn các lĩnh vực chính trị, pháp luật, kinh tế, văn hóa.","Xã hội Việt Nam lúc bấy giờ đang trải qua những biến chuyển lớn, đòi hỏi cải cách mạnh mẽ trong các lĩnh vực chính trị, pháp luật, kinh tế, và văn hóa."
