index,period,heading,context,question,extractive answer,abstractive answer
8000,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Trong cuộc kháng chiến chống Mỹ, cứu nước, chủ nghĩa yêu nước và truyền thống cả nước đánh giặc đã được phát huy tới đỉnh cao. Tinh thần yêu nước của đồng bào và chiến sĩ ở các vùng giải phóng cũng như ở các vùng địch kiểm soát ở miền Nam là cơ sở vững chắc để xây dựng và phát triển lực lượng cách mạng, xây dựng hậu phương tại chỗ miền Nam.",Cơ sở vững chắc để xây dựng hậu phương tại chỗ miền Nam?,Tinh thần yêu nước của đồng bào và chiến sĩ ở các vùng giải phóng cũng như ở các vùng địch kiểm soát ở miền Nam.,Tinh thần yêu nước của đồng bào và chiến sĩ ở cả vùng giải phóng và vùng địch kiểm soát ở miền Nam.
8001,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Hậu phương miền Bắc và hậu phương tại chỗ miền Nam đã tạo điều kiện cho Đảng Cộng sản Việt Nam tiến hành cuộc chiến tranh nhân dân, toàn dân, toàn diện. Cuộc chiến tranh nhân dân được phát triển lên tới trình độ cao ở cả hai miền Nam - Bắc đã góp phần đánh bại cuộc chiến tranh xâm lược thực dân mới của Mỹ ở miền Nam và cuộc chiến tranh phá hoại ở miền Bắc, tạo nên bước ngoặt cho cuộc kháng chiến chống Mỹ, cứu nước.",Hậu phương hai miền đã tạo điều kiện gì cho Đảng?,"Tiến hành cuộc chiến tranh nhân dân, toàn dân, toàn diện.","Tiến hành cuộc chiến tranh nhân dân, toàn dân và toàn diện."
8002,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Hậu phương miền Bắc và hậu phương tại chỗ miền Nam đã tạo điều kiện cho Đảng Cộng sản Việt Nam tiến hành cuộc chiến tranh nhân dân, toàn dân, toàn diện. Cuộc chiến tranh nhân dân được phát triển lên tới trình độ cao ở cả hai miền Nam - Bắc đã góp phần đánh bại cuộc chiến tranh xâm lược thực dân mới của Mỹ ở miền Nam và cuộc chiến tranh phá hoại ở miền Bắc, tạo nên bước ngoặt cho cuộc kháng chiến chống Mỹ, cứu nước.",Kết quả của cuộc chiến tranh nhân dân?,"Đánh bại cuộc chiến tranh xâm lược thực dân mới của Mỹ ở miền Nam và cuộc chiến tranh phá hoại ở miền Bắc, tạo nên bước ngoặt cho cuộc kháng chiến chống Mỹ, cứu nước.","Đánh bại chiến tranh xâm lược của Mỹ ở miền Nam và chiến tranh phá hoại ở miền Bắc, tạo bước ngoặt cho kháng chiến chống Mỹ."
8003,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Trong cuộc kháng chiến chống Mỹ, cứu nước, cùng với việc chăm lo xây dựng lực lượng, xây dựng hậu phương, xây dựng chế độ mới, Đảng Cộng sản Việt Nam rất quan tâm đến việc xây dựng, cùng cố và mở rộng mặt trận dân tộc thong nhất. Với đường lối giương cao ngọn cờ độc lập dân tộc và chủ nghĩa xã hội, với các chủ trương, chính sách hợp với lòng dân, đáp ứng yêu cầu của cuộc kháng chiến và với các hình thức tập hợp quần chúng đa dạng, phong phú, Đảng đã huy động được mọi tầng lớp nhân dần vào Mặt trận Tổ quốc Việt Nam và Mặt trận Dân tộc giải phóng miền Nam.","Ngoài xây dựng lực lượng và hậu phương, Đảng còn quan tâm đến điều gì?","Xây dựng, cùng cố và mở rộng mặt trận dân tộc thong nhất.","Xây dựng, củng cố và mở rộng mặt trận dân tộc thống nhất."
8004,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Trong cuộc kháng chiến chống Mỹ, cứu nước, cùng với việc chăm lo xây dựng lực lượng, xây dựng hậu phương, xây dựng chế độ mới, Đảng Cộng sản Việt Nam rất quan tâm đến việc xây dựng, cùng cố và mở rộng mặt trận dân tộc thong nhất. Với đường lối giương cao ngọn cờ độc lập dân tộc và chủ nghĩa xã hội, với các chủ trương, chính sách hợp với lòng dân, đáp ứng yêu cầu của cuộc kháng chiến và với các hình thức tập hợp quần chúng đa dạng, phong phú, Đảng đã huy động được mọi tầng lớp nhân dần vào Mặt trận Tổ quốc Việt Nam và Mặt trận Dân tộc giải phóng miền Nam.",Đảng đã huy động nhân dân vào mặt trận bằng cách nào?,"Với đường lối giương cao ngọn cờ độc lập dân tộc và chủ nghĩa xã hội, với các chủ trương, chính sách hợp với lòng dân, đáp ứng yêu cầu của cuộc kháng chiến và với các hình thức tập hợp quần chúng đa dạng, phong phú.","Bằng đường lối độc lập dân tộc và chủ nghĩa xã hội, chủ trương chính sách hợp lòng dân, đáp ứng yêu cầu kháng chiến và hình thức tập hợp quần chúng đa dạng."
8005,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Trong cuộc kháng chiến chống Mỹ, cứu nước, cùng với việc chăm lo xây dựng lực lượng, xây dựng hậu phương, xây dựng chế độ mới, Đảng Cộng sản Việt Nam rất quan tâm đến việc xây dựng, cùng cố và mở rộng mặt trận dân tộc thong nhất. Với đường lối giương cao ngọn cờ độc lập dân tộc và chủ nghĩa xã hội, với các chủ trương, chính sách hợp với lòng dân, đáp ứng yêu cầu của cuộc kháng chiến và với các hình thức tập hợp quần chúng đa dạng, phong phú, Đảng đã huy động được mọi tầng lớp nhân dần vào Mặt trận Tổ quốc Việt Nam và Mặt trận Dân tộc giải phóng miền Nam.",Các tổ chức mặt trận tiêu biểu?,Mặt trận Tổ quốc Việt Nam và Mặt trận Dân tộc giải phóng miền Nam.,Mặt trận Tổ quốc Việt Nam và Mặt trận Dân tộc giải phóng miền Nam.
8006,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Chưa bao giờ khối đại đoàn kết dân tộc lại được củng cố và mờ rộng như trong thời kỳ kháng chiến chống Mỹ, cứu nước. Đó là một nhân tố quyết định thắng lợi của cuộc kháng chiến chống Mỹ, cứu nước.",Sự củng cố khối đại đoàn kết dân tộc trong kháng chiến chống Mỹ?,"Chưa bao giờ được củng cố và mờ rộng như trong thời kỳ kháng chiến chống Mỹ, cứu nước.",Được củng cố và mở rộng chưa từng có.
8007,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"Chưa bao giờ khối đại đoàn kết dân tộc lại được củng cố và mờ rộng như trong thời kỳ kháng chiến chống Mỹ, cứu nước. Đó là một nhân tố quyết định thắng lợi của cuộc kháng chiến chống Mỹ, cứu nước.",Vai trò của khối đại đoàn kết dân tộc đối với thắng lợi?,Một nhân tố quyết định thắng lợi.,Một nhân tố quyết định thắng lợi.
8008,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"V ề cách mạng miền Nam Việt Nam, nêu cao tinh thần độc lập, tự chủ, sáng tạo vừa tuân theo những nguyên lý cùa chủ nghĩa Mác - Lênin, vừa dựa vào kinh nghiệm và thực tiễn của Việt Nam và cũng phải trải qua một quá trình tìm tòi, thử nghiệm, Đảng Cộng sản Việt Nam mới hoàn chinh đường lối, phương pháp cách mạng miền Nam mà Nghị quyết 15 (năm 1959) cùa Bail Chấp hành Trung ương là sự thể hiện tập trung nhất. Nghị quyết 15 của Ban Chấp hành Trung ương đã đánh dấu một mốc quan trọng và có ý nghĩa vô cùng lớn lao trong sự phát triển của cách mạng miền Nam và tạo nên một sự chuyển biến căn bản và nhảy vọt của phong trào cách mạng miền Nam trong những năm 1954-1960, mà đinh cao là phong trào Đồng Khởi.",Đường lối cách mạng miền Nam được hình thành như thế nào?,"Nêu cao tinh thần độc lập, tự chủ, sáng tạo vừa tuân theo những nguyên lý cùa chủ nghĩa Mác - Lênin, vừa dựa vào kinh nghiệm và thực tiễn của Việt Nam và cũng phải trải qua một quá trình tìm tòi, thử nghiệm.","Nêu cao tinh thần độc lập, tự chủ, sáng tạo, vừa theo chủ nghĩa Mác-Lênin, vừa dựa vào kinh nghiệm Việt Nam và trải qua quá trình tìm tòi, thử nghiệm."
8009,Giai đoạn 1954 -1975,Kết luận giai đoạn 1954 - 1975,"V ề cách mạng miền Nam Việt Nam, nêu cao tinh thần độc lập, tự chủ, sáng tạo vừa tuân theo những nguyên lý cùa chủ nghĩa Mác - Lênin, vừa dựa vào kinh nghiệm và thực tiễn của Việt Nam và cũng phải trải qua một quá trình tìm tòi, thử nghiệm, Đảng Cộng sản Việt Nam mới hoàn chinh đường lối, phương pháp cách mạng miền Nam mà Nghị quyết 15 (năm 1959) cùa Bail Chấp hành Trung ương là sự thể hiện tập trung nhất. Nghị quyết 15 của Ban Chấp hành Trung ương đã đánh dấu một mốc quan trọng và có ý nghĩa vô cùng lớn lao trong sự phát triển của cách mạng miền Nam và tạo nên một sự chuyển biến căn bản và nhảy vọt của phong trào cách mạng miền Nam trong những năm 1954-1960, mà đinh cao là phong trào Đồng Khởi.",Văn kiện nào thể hiện tập trung đường lối cách mạng miền Nam?,Nghị quyết 15 (năm 1959) cùa Bail Chấp hành Trung ương.,Nghị quyết 15 (năm 1959) của Ban Chấp hành Trung ương.
