index,period,heading,context,question,extractive answer,abstractive answer
2000,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Đứng đầu mỗi Tự là một viên Tự khanh hàm Chánh ngũ phẩm, một viên Thiếu khanh hàm Chánh lục phẩm và một viên Tự thừa hàm Chánh thất phẩm. Ngoài Lục tự còn có Lục khoa, là cơ quan giám sát công việc của từng bộ tương ứng. Lục khoa ra đời vào năm 1460, gồm có Trung thư khoa, Hải khoa, Đông khoa, Tây khoa, Nam khoa và Bắc khoa. Thời Hồng Đức trở đi, sáu khoa trên được đổi thành Lại khoa, Hộ khoa, Lễ khoa, Binh khoa, Hình khoa và Công khoa tương ứng với sáu bộ. Đứng đầu mỗi khoa có chức Đô cấp sự trung hàm Chánh thất phẩm và Cấp sự trung hàm Chánh bát phẩm. Tuy phẩm hàm thấp, nhưng quan đứng đầu Lục khoa lại rất có trọng chức. Ngoài Lục khoa làm nhiệm vụ kiểm soát công việc của từng bộ theo chuyên môn còn có Ngự sử đài giữ nhiệm vụ kiểm soát tất cả các cơ quan và các quan về nhiệm vụ chung. Mỗi khi có việc ở triều đình, định thứ tự trước hết là Lục khoa và Ngự sử đài.","Từ thời Hồng Đức trở đi, Lục khoa gồm những khoa nào?","Lại khoa, Hộ khoa, Lễ khoa, Binh khoa, Hình khoa và Công khoa.","Từ thời Hồng Đức, Lục khoa bao gồm Lại, Hộ, Lễ, Binh, Hình, và Công khoa."
2001,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Trước tiên, để bàn việc chính sự ở phủ Chúa, năm 1600, họ đặt ra chức Tham tụng đảm đương công việc của Tể tướng, phẩm thứ tuy chưa quy định, nhưng quyền lực của Tham tụng lại rất lớn, đều do chúa Trịnh tự tiến cử từ những viên Thượng thư hoặc Thị lang vào làm. ""Từ đấy về sau, chính sự thuộc về phủ Chúa"". Tiếp theo, năm 1601, họ Trịnh cho đặt thêm chức Bồi tụng cũng là chức vụ quan trọng được làm việc trong phủ Chúa. Để dùng người vào chức này, chúa Trịnh cũng tự ý lựa chọn từ những quan lại bên triều đình ở chức Đô cấp sự trung, như Nguyễn Danh Thế, Ngô Trí Hòa vào làm, họ đều ""giữ bản chức mà mang hàm dự vào chính sự dưới chức Tham tụng"". Dưới Tham tụng và Bồi tụng, có một số cơ quan giúp việc.",Họ Trịnh bắt đầu đặt hệ thống tổ chức chính quyền ở phủ Chúa khi nào?,"Sau khi được phép lập phủ Chúa, họ Trịnh bắt đầu đặt ra một hệ thống tổ chức chính quyền ở phủ Chúa.",Họ Trịnh bắt đầu đặt hệ thống tổ chức chính quyền tại phủ Chúa sau khi được phép thành lập phủ này.
2002,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Bổ dụng Trần Đăng Tuyển làm Thượng thư Mộ bộ, Nguyễn Năng
 Thiệu làm Thượng thư Lễ bộ, Vũ Duy Chí làm Thượng thư Binh
 bộ, Phan Kiêm Toàn làm Thượng thư Hình bộ và Lê Hiệu làm
 những người ở phủ Chúa kiêm nhiệm bên triều đình và làm việc
 dưới quyền chỉ huy của phủ Chúa. Vào năm Đức Nguyên thứ hai
 (1675), Trịnh Tạc đã cho quy định lại chế độ và công việc của sáu
 bộ như sau:
 - Bộ Lại giữ công việc quan tước, chọn bổ, xét hạch, thăng
 giáng và các việc điền bổ (chức khuyết), cấp bổng lộc;
 - Bộ Hộ giữ công việc ruộng đất, nhân dân, kho tàng, lương
 tiền, thu phát và các việc về ruộng lộc, thuế má, muối, sắt;
 - Bộ Lễ giữ công việc lễ nghi, tế tự, lễ mừng tiệc yến, việc học,
 đi cống, đi sứ, vào chầu. Kiêm coi công việc về thiên văn, y, bốc,
 tăng, đạo, giáo phường, đồng văn, nhã nhạc;
 - Bộ Binh giữ công việc binh nhung, cấm vệ, xe ngựa, nghi
 trượng, khí giới, quân trấn giữ, các dịch trạm, các dân man di hiểm
 hại, những việc khẩn cấp;
 - Bộ Hình giữ công việc luật lệnh, hình pháp, xét lại ngục tụng,
 xử tội ngũ hình;
 - Bộ Công giữ công việc thành trì, cầu cống, đường sá, xây đắp,
 thợ thuyền, việc sửa chữa xây dựng cùng là việc cấm chế và núi
 rừng, vườn tược, sông, đầm.",Trịnh Tạc đã quy định lại chế độ và công việc của sáu bộ vào năm nào?,"Vào năm Đức Nguyên thứ hai (1675), Trịnh Tạc đã cho quy định lại chế độ và công việc của sáu bộ.","Trịnh Tạc quy định lại vào năm Đức Nguyên thứ hai, tức năm 1675."
2003,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Bồi tụng Trần Đăng Tuyển làm Thượng thư Lại bộ, Nguyễn Năng Thiệu làm Thượng thư Lễ bộ, Vũ Duy Chí làm Thượng thư Binh bộ, Phan Kiêm Toàn làm Thượng thư Hình bộ và Lê Hiệu làm những người ở phủ Chúa kiêm nhiệm bên triều đình và làm việc dưới quyền chỉ huy của phủ Chúa. Vào năm Đức Nguyên thứ hai (1675), Trịnh Tạc đã cho quy định lại chế độ và công việc của sáu bộ như sau:
 - Bộ Lại giữ công việc quan tước, chọn bổ, xét hạch, thăng giáng và các việc điền bổ (chức khuyết), cấp bổng lộc;
 - Bộ Hộ giữ công việc ruộng đất, nhân dân, kho tàng, lương tiền, thu phát và các việc về ruộng lộc, thuế má, muối, sắt;
 - Bộ Lễ giữ công việc lễ nghi, tế tự, lễ mừng tiệc yến, việc học, đi cống, đi sứ, vào chầu. Kiêm coi công việc về thiên văn, y, bốc, tăng, đạo, giáo phường, đồng văn, nhã nhạc;
 - Bộ Binh giữ công việc binh nhung, cấm vệ, xe ngựa, nghi trượng, khí giới, quân trấn giữ, các dịch trạm, các dân man di hiểm hại, những việc khẩn cấp;
 - Bộ Hình giữ công việc luật lệnh, hình pháp, xét lại ngục tụng, xử tội ngũ hình;
 - Bộ Công giữ công việc thành trì, cầu cống, đường sá, xây đắp, thợ thuyền, việc sửa chữa xây dựng cùng là việc cấm chế và núi rừng, vườn tược, sông, đầm.","Theo quy định năm 1675, Bộ Lại chịu trách nhiệm về những công việc gì?","Công việc quan tước, chọn bổ, xét hạch, thăng giáng và các việc điền bổ (chức khuyết), cấp bổng lộc.","Bộ Lại phụ trách các công việc liên quan đến quan tước, tuyển bổ, xét hạch, thăng giáng, và cấp bổng lộc."
2004,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Bồi tụng Trần Dăng Tuyển làm Thượng thư Mộ bộ, Nguyễn Năng Thiệu làm Thượng thư Lễ bộ, Vũ Duy Chí làm Thượng thư Binh bộ, Phan Kiêm Toàn làm Thượng thư Hình bộ và Lê Hiệu làm những người ở phủ Chúa kiêm nhiệm bên triều đình và làm việc dưới quyền chỉ huy của phủ Chúa. Vào năm Đức Nguyên thứ hai (1675), Trịnh Tạc đã cho quy định lại chế độ và công việc của sáu bộ như sau:
 - Bộ Lại giữ công việc quan tước, chọn bổ, xét hạch, thăng giáng và các việc điền bổ (chức khuyết), cấp bổng lộc;
 - Bộ Hộ giữ công việc ruộng đất, nhân dân, kho tàng, lương tiền, thu phát và các việc về ruộng lộc, thuế má, muối, sắt;
 - Bộ Lễ giữ công việc lễ nghi, tế tự, lễ mừng tiệc yến, việc học, đi cống, đi sứ, vào chầu; Kiêm coi công việc về thiên văn, y, bốc, tăng, đạo, giáo phường, đồng văn, nhã nhạc;
 - Bộ Binh giữ công việc binh nhung, cấm vệ, xe ngựa, nghi trượng, khí giới, quân trấn giữ, các dịch trạm, các dân man di hiểm hại, những việc khẩn cấp;
 - Bộ Hình giữ công việc luật lệnh, hình pháp, xét lại ngục tụng, xử tội ngũ hình;
 - Bộ Công giữ công việc thành trì, cầu cống, đường sá, xây đắp, thợ thuyền, việc sửa chữa xây dựng cùng là việc cấm chế và núi rừng, vườn tược, sông, đầm;.",Bộ Hộ quản lý những lĩnh vực nào theo quy định của Trịnh Tạc năm 1675?,"Công việc ruộng đất, nhân dân, kho tàng, lương tiền, thu phát và các việc về ruộng lộc, thuế má, muối, sắt.","Bộ Hộ quản lý các công việc về ruộng đất, nhân dân, kho tàng, lương tiền, thu phát, thuế má, muối, sắt."
2005,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Bổ dụng Trần Đăng Tuyển làm Thượng thư Lại bộ, Nguyễn Năng Thiệu làm Thượng thư Lễ bộ, Vũ Duy Chí làm Thượng thư Binh bộ, Phan Kiêm Toàn làm Thượng thư Hình bộ và Lê Hiệu làm những người ở phủ Chúa kiêm nhiệm bên triều đình và làm việc dưới quyền chỉ huy của phủ Chúa. Vào năm Đức Nguyên thứ hai (1675), Trịnh Tạc đã cho quy định lại chế độ và công việc của sáu bộ như sau:
 - Bộ Lại giữ công việc quan tước, chọn bổ, xét hạch, thăng giáng và các việc điền bổ (chức khuyết), cấp bổng lộc;
 - Bộ Hộ giữ công việc ruộng đất, nhân dân, kho tàng, lương tiền, thu phát và các việc về ruộng lộc, thuế má, muối, sắt;
 - Bộ Lễ giữ công việc lễ nghi, tế tự, lễ mừng tiệc yến, việc học, đi cống, đi sứ, vào chầu. Kiêm coi công việc về thiên văn, y, bốc, tăng, đạo, giáo phường, đồng văn, nhã nhạc;
 - Bộ Binh giữ công việc binh nhung, cấm vệ, xe ngựa, nghi trượng, khí giới, quân đồn giữ, các dịch trạm, các dân man di hiểm hại, những việc khẩn cấp;
 - Bộ Hình giữ công việc luật lệnh, hình pháp, xét lại ngục tụng, xử tội ngũ hình;
 - Bộ Công giữ công việc thành trì, cầu cống, đường sá, xây đắp, thợ thuyền, việc sửa chữa xây dựng cùng là việc cấm chế và núi rừng, vườn tược, sông, đầm.","Ngoài lễ nghi và tế tự, Bộ Lễ còn kiêm coi những công việc đặc thù nào khác?","Kiêm coi công việc về thiên văn, y, bốc, tăng, đạo, giáo phường, đồng văn, nhã nhạc.","Bộ Lễ còn kiêm quản lý các lĩnh vực như thiên văn, y học, tôn giáo (tăng, đạo), giáo phường, đồng văn, nhã nhạc."
2006,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Bổ dụng Trần Đăng Tuyển làm Thượng thư Mộ bộ, Nguyễn Năng Thiệu làm Thượng thư Lễ bộ, Vũ Duy Chí làm Thượng thư Binh bộ, Phan Kiêm Toàn làm Thượng thư Hình bộ và Lê Hiệu ở phủ Chúa kiêm nhiệm bên triều đình và làm việc dưới quyền chỉ huy của phủ Chúa.
 
 Vào năm Đức Nguyên thứ hai (1675), Trịnh Tạc đã cho quy định lại chế độ và công việc của sáu bộ như sau:
 - Bộ Lại giữ công việc quan tước, chọn bổ, xét hạch, thăng giáng và các việc điền bổ (chức khuyết), cấp bổng lộc;
 - Bộ Hộ giữ công việc ruộng đất, nhân dân, kho tàng, lương tiền, thu phát và các việc về ruộng lộc, thuế má, muối, sắt;
 - Bộ Lễ giữ công việc lễ nghi, tế tự, lễ mừng tiệc yến, việc học, đi cống, đi sứ, vào chầu. Kiêm coi công việc về thiên văn, y, bốc, tăng, đạo, giáo phường, đồng văn, nhã nhạc;
 - Bộ Binh giữ công việc binh nhung, cấm vệ, xe ngựa, nghi trượng, khí giới, quân trấn giữ, các dịch trạm, các dân man di hiểm hại, những việc khẩn cấp;
 - Bộ Hình giữ công việc luật lệnh, hình pháp, xét lại ngục tụng, xử tội ngũ hình;
 - Bộ Công giữ công việc thành trì, cầu cống, đường sá, xây đắp, thợ thuyền, việc sửa chữa xây dựng cùng là việc cấm chế và núi rừng, vườn tược, sông, đầm;.","Theo quy định năm 1675, Bộ Công phụ trách những loại công việc nào liên quan đến xây dựng và hạ tầng?","Công việc thành trì, cầu cống, đường sá, xây đắp, thợ thuyền, việc sửa chữa xây dựng.","Bộ Công chịu trách nhiệm về xây dựng và sửa chữa thành trì, cầu cống, đường sá, và quản lý thợ thuyền."
2007,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Xét chức trách và nhiệm vụ của sáu bộ ghi trong chi dụ năm 1675 thì phạm vi, quyền hạn của Lục bộ hãy còn rất lớn giống như dưới thời Hồng Đức, mặc dù lúc này đã có thêm tổ chức Tam phiên bên phủ Chúa. Lục bộ vẫn đóng vai trò như một cơ quan đầu não của Nhà nước phong kiến Lê - Trịnh, nắm giữ toàn bộ những việc quân, dân, chính trong toàn quốc. Chúa Trịnh lúc đó dù có dùng quyền chi phối Lục bộ nhưng chỉ mới đóng vai trò như là người phụ tá bên cạnh vua Lê mà thôi. Đến năm 1718 (tức 43 năm sau khi Trịnh Tạc kiện toàn tổ chức Lục bộ bên triều đình), Trịnh Cương đã cho lập ra đủ sáu phiên ở phủ Chúa.","Dựa theo chi dụ năm 1675, phạm vi và quyền hạn của Lục bộ được miêu tả như thế nào?","Phạm vi, quyền hạn của Lục bộ hãy còn rất lớn.","Theo chi dụ năm 1675, phạm vi và quyền hạn của Lục bộ còn rất lớn."
2008,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Xét chức trách và nhiệm vụ của sáu bộ ghi trong chi dụ năm 1675 thì phạm vi, quyền hạn của Lục bộ hãy còn rất lớn giống như dưới thời Hồng Đức, mặc dù lúc này đã có thêm tổ chức Tam phiên bên phủ Chúa. Lục bộ vẫn đóng vai trò như một cơ quan đầu não của Nhà nước phong kiến Lê - Trịnh, nắm giữ toàn bộ những việc quân, dân, chính trong toàn quốc. Chúa Trịnh lúc đó dù có dùng quyền chi phối Lục bộ nhưng chỉ mới đóng vai trò như là người phụ tá bên cạnh vua Lê mà thôi. Đến năm 1718 (tức 43 năm sau khi Trịnh Tạc kiện toàn tổ chức Lục bộ bên triều đình), Trịnh Cương đã cho lập ra đủ sáu phiên ở phủ Chúa.","Dưới Nhà nước phong kiến Lê - Trịnh, Lục bộ đóng vai trò chính gì?",Đóng vai trò như một cơ quan đầu não của Nhà nước phong kiến Lê - Trịnh.,Lục bộ đóng vai trò là cơ quan đầu não của Nhà nước phong kiến Lê - Trịnh.
2009,Giai đoạn 938 - 1858,Chế độ chính trị đàng Ngoài,"Xét chức trách và nhiệm vụ của sáu bộ ghi trong chỉ dụ năm 1675 thì phạm vi, quyền hạn của Lục bộ hãy còn rất lớn giống như dưới thời Hồng Đức, mặc dù lúc này đã có thêm tổ chức Tam phiên bên phủ Chúa. Lục bộ vẫn đóng vai trò như một cơ quan đầu não của Nhà nước phong kiến Lê - Trịnh, nắm giữ toàn bộ những việc quân, dân, chính trong toàn quốc. Chúa Trịnh lúc đó dù có dùng quyền chi phối Lục bộ nhưng chỉ mới đóng vai trò như là người phụ tá bên cạnh vua Lê mà thôi. Đến năm 1718 (tức 43 năm sau khi Trịnh Tạc kiện toàn tổ chức Lục bộ bên triều đình), Trịnh Cương đã cho lập ra đủ sáu phiên ở phủ Chúa.","Trong giai đoạn này, vai trò của Chúa Trịnh đối với Lục bộ là gì?",Chi mới đóng vai ưò như là người phụ tá bên cạnh vua Lê mà thôi.,Chúa Trịnh chỉ đóng vai trò như người phụ tá bên cạnh vua Lê.
