index,period,heading,context,question,extractive answer,abstractive answer
4000,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Xét theo trình độ công nghệ thì những ngành công nghiệp có công nghệ cao tăng nhanh nhất. Đó là xu hướng tăng trưởng tích cực, phù hợp với điều kiện thực tế của Việt Nam, phản ánh quá trình cơ cấu lại ngành công nghiệp theo hướng mở rộng và phát triển nhanh các ngành công nghiệp có công nghệ cao... Cùng với xu hướng trên, việc phát triển các ngành có công nghệ trung bình được đẩy mạnh nhằm giải quyết nhu cầu tiêu dùng trong nước, hạn chế nhập khẩu, tận dụng thế mạnh và điều kiện sản xuất tại chỗ, vừa giải quyết các nhu cầu cơ bản về sản phẩm tiêu dùng thông thường phục vụ ăn mặc, văn hóa phẩm và đồ dùng thiết yếu của nhân dân vừa tạo thêm nhiều việc làm cho xã hội.",Phát triển công nghiệp công nghệ trung bình mang lại lợi ích gì cho xã hội?,"Giải quyết các nhu cầu cơ bản về sản phẩm tiêu dùng thông thường phục vụ ăn mặc, văn hóa phẩm và đồ dùng thiết yếu của nhân dân vừa tạo thêm nhiều việc làm cho xã hội.",Đáp ứng nhu cầu thiết yếu và tạo thêm việc làm.
4001,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Những sản phẩm công nghiệp quan trọng phục vụ sản xuất và tiêu dùng của dân cư nhìn chung đều tăng cả về số lượng cũng như về chất lượng. Đầu những năm 90, nhiều sản phẩm công nghiệp phục vụ sản xuất và tiêu dùng phải nhập khẩu, như sắt thép, xi măng, gạch ốp lát, sứ vệ sinh, bột giặt, đường, sữa, bia... nhưng trong giai đoạn 1996-2000, nhiều sản phẩm mới, chất lượng cao được bổ sung vào thị trường thay thế cho hàng nhập khẩu như ô tô, xe máy, tủ lạnh, máy giặt, máy văn phòng, mạch in điện tử, thiết bị truyền thông, sản phẩm ngành tin học...",Các sản phẩm công nghiệp phục vụ sản xuất và tiêu dùng có xu hướng gì?,Tăng cả về số lượng cũng như về chất lượng.,Đều tăng về số lượng và chất lượng.
4002,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Những sản phẩm công nghiệp quan trọng phục vụ sản xuất và tiêu dùng của dân cư nhìn chung đều tăng cả về số lượng cũng như về chất lượng. Đầu những năm 90, nhiều sản phẩm công nghiệp phục vụ sản xuất và tiêu dùng phải nhập khẩu, như sắt thép, xi măng, gạch ốp lát, sứ vệ sinh, bột giặt, đường, sữa, bia... nhưng trong giai đoạn 1996-2000, nhiều sản phẩm mới, chất lượng cao được bổ sung vào thị trường thay thế cho hàng nhập khẩu như ô tô, xe máy, tủ lạnh, máy giặt, máy văn phòng, mạch in điện tử, thiết bị truyền thông, sản phẩm ngành tin học...",Những sản phẩm nào Việt Nam phải nhập khẩu đầu những năm 90?,"Sắt thép, xi măng, gạch ốp lát, sứ vệ sinh, bột giặt, đường, sữa, bia.","Ví dụ như sắt thép, xi măng, gạch ốp lát, bột giặt, đường, sữa, bia."
4003,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Những sản phẩm công nghiệp quan trọng phục vụ sản xuất và tiêu dùng của dân cư nhìn chung đều tăng cả về số lượng cũng như về chất lượng. Đầu những năm 90, nhiều sản phẩm công nghiệp phục vụ sản xuất và tiêu dùng phải nhập khẩu, như sắt thép, xi măng, gạch ốp lát, sứ vệ sinh, bột giặt, đường, sữa, bia... nhưng trong giai đoạn 1996-2000, nhiều sản phẩm mới, chất lượng cao được bổ sung vào thị trường thay thế cho hàng nhập khẩu như ô tô, xe máy, tủ lạnh, máy giặt, máy văn phòng, mạch in điện tử, thiết bị truyền thông, sản phẩm ngành tin học...",Sản phẩm nào thay thế hàng nhập khẩu giai đoạn 1996-2000?,"Ô tô, xe máy, tủ lạnh, máy giặt, máy văn phòng, mạch in điện tử.","Ví dụ như ô tô, xe máy, tủ lạnh, máy giặt, thiết bị văn phòng, mạch in điện tử."
4004,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Thị trường xuất khẩu được mở rộng và củng cố, không chỉ trong khu vực Đông Nam Á mà đã vươn tới các thị trường được coi là khó tính như Nhật Bản, Châu Âu và Bắc Mỹ... Những sản phẩm công nghiệp xuất khẩu có giá trị lớn là: dầu thô, thủy hải sản chế biến, giày dép, quần áo may sẵn...",Thị trường xuất khẩu của Việt Nam đã vươn tới đâu?,"Nhật Bản, Châu Âu và Bắc Mỹ.","Đã mở rộng sang các thị trường khó tính như Nhật Bản, Châu Âu và Bắc Mỹ."
4005,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Thị trường xuất khẩu được mở rộng và củng cố, không chỉ trong khu vực Đông Nam Á mà đã vươn tới các thị trường được coi là khó tính như Nhật Bản, Châu Âu và Bắc Mỹ... Những sản phẩm công nghiệp xuất khẩu có giá trị lớn là: dầu thô, thủy hải sản chế biến, giày dép, quần áo may sẵn...",Sản phẩm công nghiệp xuất khẩu có giá trị lớn bao gồm những gì?,"Dầu thô, thủy hải sản chế biến, giày dép, quần áo may sẵn.","Như dầu thô, thủy sản chế biến, giày dép và quần áo."
4006,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Cơ cấu kinh tế từng bước chuyển dịch theo hướng công nghiệp hóa, hiện đại hóa. Trong 3 khu vực (nông, lâm, thủy hải sản; công nghiệp và xây dựng; dịch vụ) thì tỷ trọng giá trị tăng thêm của mỗi khu vực đã chuyển dịch theo hướng tăng dần tỷ trọng của khu vực công nghiệp và dịch vụ, giảm tỷ trọng của khu vực nông nghiệp trong khi vẫn duy trì được tốc độ tăng của tất cả các khu vực và các ngành kinh tế.",Cơ cấu kinh tế chuyển dịch theo hướng nào?,"Công nghiệp hóa, hiện đại hóa.",Theo hướng công nghiệp hóa và hiện đại hóa.
4007,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Cơ cấu kinh tế từng bước chuyển dịch theo hướng công nghiệp hóa, hiện đại hóa. Trong 3 khu vực (nông, lâm, thủy hải sản; công nghiệp và xây dựng; dịch vụ) thì tỷ trọng giá trị tăng thêm của mỗi khu vực đã chuyển dịch theo hướng tăng dần tỷ trọng của khu vực công nghiệp và dịch vụ, giảm tỷ trọng của khu vực nông nghiệp trong khi vẫn duy trì được tốc độ tăng của tất cả các khu vực và các ngành kinh tế.",Tỷ trọng khu vực nào tăng lên?,Công nghiệp và dịch vụ.,Tỷ trọng của công nghiệp và dịch vụ tăng lên.
4008,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Cơ cấu kinh tế từng bước chuyển dịch theo hướng công nghiệp hóa, hiện đại hóa. Trong 3 khu vực (nông, lâm, thủy hải sản; công nghiệp và xây dựng; dịch vụ) thì tỷ trọng giá trị tăng thêm của mỗi khu vực đã chuyển dịch theo hướng tăng dần tỷ trọng của khu vực công nghiệp và dịch vụ, giảm tỷ trọng của khu vực nông nghiệp trong khi vẫn duy trì được tốc độ tăng của tất cả các khu vực và các ngành kinh tế.",Tỷ trọng khu vực nào giảm xuống?,Nông nghiệp.,Tỷ trọng của nông nghiệp giảm xuống.
4009,Giai đoạn 1975 - 2000,"Phát triển kinh tế theo hướng công nghiệp hóa, hiện đại hóa","Sau 15 năm đổi mới, công nghiệp Việt Nam đã có sự phát triển khá mạnh mẽ về mặt quy mô. GDP do công nghiệp sản xuất ngày càng tăng. Tỷ trọng ngành công nghiệp trong toàn bộ nền kinh tế quốc dân tăng từ 28,8% năm 1995 lên 36,7% năm 2000. Các số liệu cũng cho thấy chính sách đổi mới phát huy tác động đến công nghiệp chậm hơn so với tác động của chúng đến các ngành thương mại, dịch vụ.",Quy mô công nghiệp Việt Nam sau 15 năm đổi mới như thế nào?,Phát triển khá mạnh mẽ.,Đã có sự phát triển khá mạnh về quy mô.
