index,period,heading,context,question,extractive answer,abstractive answer
5000,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Ruộng tư phát triển tất làm thu hẹp bộ phận ruộng đất công, ảnh hưởng đến nguồn thu của Nhà nước. Nhà nước chỉ đánh thuế ruộng tư ở một số đối tượng như quy định năm 1242 là nhân đinh có ruộng thì nộp tiền thóc, không có ruộng thì miễn cả. Nếu có 2 mẫu ruộng thì chỉ nộp có 1 quan tiền, có trên 5 mẫu thì nộp 3 quan. Mà 1 quan tiền thì hoàn toàn không phải là lớn. Điền trang, thái ấp và ruộng chùa thì Nhà nước không hề thu tô thuế.",Những loại ruộng nào không bị nhà nước thu thuế?,"Điền trang, thái ấp và ruộng chùa.","Điền trang, thái ấp và ruộng chùa."
5001,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Và đây cũng là một trong các nguyên nhân dẫn đến quốc khố trống rỗng vào nửa cuối thế kỷ XIV. Đồng thời nó cũng là nguyên nhân dẫn đến chính sách “Hạn điền, hạn nô” thực hiện vào năm 1397 do Hồ Quý Ly khởi xướng. Qua đó, cũng có thể thấy, nhà Trần đánh giặc ngoại xâm rất giỏi nhưng lại không giỏi trong quản lý ruộng công.",Việc đánh thuế nhẹ ruộng tư dẫn đến hậu quả gì?,Quốc khố trống rỗng.,Làm cho ngân khố quốc gia bị cạn kiệt.
5002,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Và đây cũng là một trong các nguyên nhân dẫn đến quốc khố trống rỗng vào nửa cuối thế kỷ XIV. Đồng thời nó cũng là nguyên nhân dẫn đến chính sách “Hạn điền, hạn nô” thực hiện vào năm 1397 do Hồ Quý Ly khởi xướng. Qua đó, cũng có thể thấy, nhà Trần đánh giặc ngoại xâm rất giỏi nhưng lại không giỏi trong quản lý ruộng công.","Chính sách ""Hạn điền, hạn nô"" được khởi xướng bởi ai?",Hồ Quý Ly.,Hồ Quý Ly.
5003,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Và đây cũng là một trong các nguyên nhân dẫn đến quốc khố trống rỗng vào nửa cuối thế kỷ XIV. Đồng thời nó cũng là nguyên nhân dẫn đến chính sách “Hạn điền, hạn nô” thực hiện vào năm 1397 do Hồ Quý Ly khởi xướng. Qua đó, cũng có thể thấy, nhà Trần đánh giặc ngoại xâm rất giỏi nhưng lại không giỏi trong quản lý ruộng công.",Nhà Trần giỏi và yếu ở những mặt nào?,Đánh giặc ngoại xâm rất giỏi nhưng lại không giỏi trong quản lý ruộng công.,Giỏi chống ngoại xâm nhưng yếu trong quản lý ruộng công.
5004,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Chế độ phong cấp thái ấp là một chế độ đặc biệt của nhà Trần. Mặc dù là đất công làng xã nhưng quyền chủ động phân phong là thuộc về nhà vua và triều đình chứ không phải làng xã. Hoa lợi trên bộ phận ruộng đất đó nếu như trước đây được nộp cho Nhà nước thì nay nộp cho chủ thái ấp. Ruộng ban cấp không được truyền lại cho con cháu. Nếu trường hợp vương hầu, quý tộc mắc tội, triều đình có thể tịch thu để ban cho người khác.",Quyền phân phong thái ấp thuộc về ai?,Nhà vua và triều đình.,Vua và triều đình.
5005,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Chế độ phong cấp thái ấp là một chế độ đặc biệt của nhà Trần. Mặc dù là đất công làng xã nhưng quyền chủ động phân phong là thuộc về nhà vua và triều đình chứ không phải làng xã. Hoa lợi trên bộ phận ruộng đất đó nếu như trước đây được nộp cho Nhà nước thì nay nộp cho chủ thái ấp. Ruộng ban cấp không được truyền lại cho con cháu. Nếu trường hợp vương hầu, quý tộc mắc tội, triều đình có thể tịch thu để ban cho người khác.",Hoa lợi từ thái ấp được nộp cho ai?,Nộp cho chủ thái ấp.,Chủ sở hữu thái ấp.
5006,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Chế độ phong cấp thái ấp là một chế độ đặc biệt của nhà Trần. Mặc dù là đất công làng xã nhưng quyền chủ động phân phong là thuộc về nhà vua và triều đình chứ không phải làng xã. Hoa lợi trên bộ phận ruộng đất đó nếu như trước đây được nộp cho Nhà nước thì nay nộp cho chủ thái ấp. Ruộng ban cấp không được truyền lại cho con cháu. Nếu trường hợp vương hầu, quý tộc mắc tội, triều đình có thể tịch thu để ban cho người khác.",Ruộng thái ấp có được truyền lại cho con cháu không?,Không được truyền lại cho con cháu.,Không được phép kế thừa.
5007,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Sử cũ không cho biết số liệu ruộng đất cụ thể mà triều đình ban cho mỗi người mà chỉ cho biết mỗi vị vương hầu ở thái ấp tức là ở “hương', cấp chính quyền chúng tôi nêu ở trên, chỉ khi nào triều đình lệnh đến chầu thì mới đến kinh sư.",Sử sách có ghi chép cụ thể diện tích thái ấp không?,Không cho biết số liệu ruộng đất cụ thể.,Không ghi chép số liệu cụ thể.
5008,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Sử cũ không cho biết số liệu ruộng đất cụ thể mà triều đình ban cho mỗi người mà chỉ cho biết mỗi vị vương hầu ở thái ấp tức là ở “hương', cấp chính quyền chúng tôi nêu ở trên, chỉ khi nào triều đình lệnh đến chầu thì mới đến kinh sư.",Vương hầu ở thái ấp được ví như cấp hành chính nào?,Ở “hương'.,Tương đương cấp 'hương'.
5009,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Sử cũ không cho biết số liệu ruộng đất cụ thể mà triều đình ban cho mỗi người mà chỉ cho biết mỗi vị vương hầu ở thái ấp tức là ở “hương', cấp chính quyền chúng tôi nêu ở trên, chỉ khi nào triều đình lệnh đến chầu thì mới đến kinh sư.",Khi nào vương hầu ở thái ấp phải đến kinh sư?,Khi nào triều đình lệnh đến chầu.,Khi có lệnh triệu tập của triều đình.
5010,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Thang mộc ấp và thái ấp có điểm giống và khác nhau. Giống nhau ở chỗ, thái ấp cũng như thang mộc ấp, thực ấp, trang ấp, thác đao điền đều là đất phong để hưởng bổng lộc. Khác nhau ở đối tượng hưởng đất phong. Trước thời Trần, những người hưởng đất phong thuộc tôn thất, quan lại cao cấp có công với triều đình. Thái ấp chỉ phong cho quý tộc tôn thất, những người có tước vương, hầu, người được ban quốc tính, các trưởng công chúa và không phải nộp tô thuế cho Nhà nước. Còn ấp thang mộc phải nộp tô thuế theo quy định.",Thái ấp và thang mộc ấp giống nhau ở điểm nào?,Đều là đất phong để hưởng bổng lộc.,Đều là đất được phong để hưởng bổng lộc.
5011,Giai đoạn 938 - 1858,Kinh tế nông nghiệp thời nhà Trần ,"Thang mộc ấp và thái ấp có điểm giống và khác nhau. Giống nhau ở chỗ, thái ấp cũng như thang mộc ấp, thực ấp, trang ấp, thác đao điền đều là đất phong để hưởng bổng lộc. Khác nhau ở đối tượng hưởng đất phong. Trước thời Trần, những người hưởng đất phong thuộc tôn thất, quan lại cao cấp có công với triều đình. Thái ấp chỉ phong cho quý tộc tôn thất, những người có tước vương, hầu, người được ban quốc tính, các trưởng công chúa và không phải nộp tô thuế cho Nhà nước. Còn ấp thang mộc phải nộp tô thuế theo quy định.",Đối tượng hưởng đất phong trước thời Trần là ai?,"Tôn thất, quan lại cao cấp có công với triều đình.",Tôn thất và quan lại cao cấp có công với triều đình.
