index,period,heading,context,question,extractive answer,abstractive answer
5000,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Nhỏ hơn một chút về quy mô so với những cuộc bãi công trên nhưng cũng không kém phần quyết liệt là những cuộc bãi công có từ 100 đến 800 người tham gia (16 cuộc theo thống kê của Cao Văn Biền), chẳng hạn: đình công của 400 cu li xe kéo ở Vinh phản đối tăng giá thuê xe (14/1/1937); đình công của 700 công nhân nhà máy rượu Bình Tây (14/1/1937); bãi công và mít tinh tại ga xe điện Bờ Hồ của 700 - 800 thợ giày Hà Nội (22/1/1937)... Một số cuộc bãi công khác mặc dù không được biết số người tham gia cụ thể nhưng đó là những cuộc tổng bãi công lớn của công nhân. Lấy ví dụ về cuộc tổng bãi công của thợ may Huế đòi tăng lương, giảm giờ làm (27/1/1937) hay như cuộc tổng bãi công của công nhân 13 nhà in ở Sài Gòn - Chợ Lớn (27/1/1937).",Cuộc bãi công và mít tinh của thợ giày Hà Nội diễn ra ở đâu?,Ga xe điện Bờ Hồ.,Tại ga xe điện Bờ Hồ.
5001,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Nhỏ hơn một chút về quy mô so với những cuộc bãi công trên nhưng cũng không kém phần quyết liệt là những cuộc bãi công có từ 100 đến 800 người tham gia (16 cuộc theo thống kê của Cao Văn Biền), chẳng hạn: đình công của 400 cu li xe kéo ở Vinh phản đối tăng giá thuê xe (14/1/1937); đình công của 700 công nhân nhà máy rượu Bình Tây (14/1/1937); bãi công và mít tinh tại ga xe điện Bờ Hồ của 700 - 800 thợ giày Hà Nội (22/1/1937)... Một số cuộc bãi công khác mặc dù không được biết số người tham gia cụ thể nhưng đó là những cuộc tổng bãi công lớn của công nhân. Lấy ví dụ về cuộc tổng bãi công của thợ may Huế đòi tăng lương, giảm giờ làm (27/1/1937) hay như cuộc tổng bãi công của công nhân 13 nhà in ở Sài Gòn - Chợ Lớn (27/1/1937).",Những cuộc tổng bãi công lớn nào khác diễn ra trong tháng 1 năm 1937?,"Tổng bãi công của thợ may Huế đòi tăng lương, giảm giờ làm; tổng bãi công của công nhân 13 nhà in ở Sài Gòn - Chợ Lớn.","Tổng bãi công của thợ may Huế đòi tăng lương, giảm giờ làm và tổng bãi công của công nhân 13 nhà in ở Sài Gòn - Chợ Lớn."
5002,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Trong tháng 2/1937 là tháng vẫn đang diễn ra cuộc ""đón tiếp"" lao công đại sứ Justin Godart và tân Toàn quyền Đông Dương Jules Brévié, sắc lệnh 4/2/1937 về thành lập Uỷ ban Nghị viện điều tra thuộc địa cũng được ban hành. Trong điều kiện như vậy, công nhân đã nổi lên tiến hành những cuộc đấu tranh riêng của mình đồng thời với việc đi đầu tàu trong những phong trào của quần chúng khác. Theo ""Báo cáo về tình hình Đảng Cộng sản Đông Dương tháng 10/1937"", trong tháng 2 có 95 cuộc bãi công, 62 cuộc có 25.750 người tham gia'. Trong những cuộc bãi công này có một số thu hút hàng trăm và đặc biệt là hàng nghìn công nhân tham gia: cuộc tổng đình công kéo dài gần 1 tháng của 7.000 công nhân dệt Nam Định (2/2/1937); cuộc đình nghiệp của gần 3.000 công nhân xe kéo Hà Nội yêu cầu giảm giá thuê xe (4/2/1937); 1.000 công nhân dệt Nam Định đình công phản đối chủ đuổi thợ (23/2/1937) và cuộc bãi công của trên 400 công nhân bến tàu Sài Gòn cùng một số cuộc đấu tranh lớn khác như cuộc đình công của toàn bộ thợ của một hãng ô tô ở Đà Nẵng...","Trong tháng 2 năm 1937, có bao nhiêu cuộc bãi công được ghi nhận theo báo cáo của Đảng Cộng sản Đông Dương?",95 cuộc.,Có 95 cuộc bãi công được ghi nhận.
5003,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Trong tháng 2/1937 là tháng vẫn đang diễn ra cuộc ""đón tiếp"" lao công đại sứ Justin Godart và tân Toàn quyền Đông Dương Jules Brévié, sắc lệnh 4/2/1937 về thành lập Uỷ ban Nghị viện điều tra thuộc địa cũng được ban hành. Trong điều kiện như vậy, công nhân đã nổi lên tiến hành những cuộc đấu tranh riêng của mình đồng thời với việc đi đầu tàu trong những phong trào của quần chúng khác. Theo ""Báo cáo về tình hình Đảng Cộng sản Đông Dương tháng 10/1937"", trong tháng 2 có 95 cuộc bãi công, 62 cuộc có 25.750 người tham gia'. Trong những cuộc bãi công này có một số thu hút hàng trăm và đặc biệt là hàng nghìn công nhân tham gia: cuộc tổng đình công kéo dài gần 1 tháng của 7.000 công nhân dệt Nam Định (2/2/1937); cuộc đình nghiệp của gần 3.000 công nhân xe kéo Hà Nội yêu cầu giảm giá thuê xe (4/2/1937); 1.000 công nhân dệt Nam Định đình công phản đối chủ đuổi thợ (23/2/1937) và cuộc bãi công của trên 400 công nhân bến tàu Sài Gòn cùng một số cuộc đấu tranh lớn khác như cuộc đình công của toàn bộ thợ của một hãng ô tô ở Đà Nẵng...",Tổng số công nhân tham gia 62 cuộc bãi công được thống kê trong tháng 2 là bao nhiêu?,25.750 người.,Có 25.750 người tham gia.
5004,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Trong tháng 2/1937 là tháng vẫn đang diễn ra cuộc ""đón tiếp"" lao công đại sứ Justin Godart và tân Toàn quyền Đông Dương Jules Brévié, sắc lệnh 4/2/1937 về thành lập Uỷ ban Nghị viện điều tra thuộc địa cũng được ban hành. Trong điều kiện như vậy, công nhân đã nổi lên tiến hành những cuộc đấu tranh riêng của mình đồng thời với việc đi đầu tàu trong những phong trào của quần chúng khác. Theo ""Báo cáo về tình hình Đảng Cộng sản Đông Dương tháng 10/1937"", trong tháng 2 có 95 cuộc bãi công, 62 cuộc có 25.750 người tham gia'. Trong những cuộc bãi công này có một số thu hút hàng trăm và đặc biệt là hàng nghìn công nhân tham gia: cuộc tổng đình công kéo dài gần 1 tháng của 7.000 công nhân dệt Nam Định (2/2/1937); cuộc đình nghiệp của gần 3.000 công nhân xe kéo Hà Nội yêu cầu giảm giá thuê xe (4/2/1937); 1.000 công nhân dệt Nam Định đình công phản đối chủ đuổi thợ (23/2/1937) và cuộc bãi công của trên 400 công nhân bến tàu Sài Gòn cùng một số cuộc đấu tranh lớn khác như cuộc đình công của toàn bộ thợ của một hãng ô tô ở Đà Nẵng...",Những cuộc bãi công lớn nào diễn ra trong tháng 2 năm 1937?,"Tổng đình công của 7.000 công nhân dệt Nam Định, đình nghiệp của gần 3.000 công nhân xe kéo Hà Nội, đình công của 1.000 công nhân dệt Nam Định, bãi công của trên 400 công nhân bến tàu Sài Gòn, đình công của toàn bộ thợ hãng ô tô ở Đà Nẵng.","Bao gồm tổng đình công của 7.000 công nhân dệt Nam Định, đình nghiệp của gần 3.000 công nhân xe kéo Hà Nội, đình công của 1.000 công nhân dệt Nam Định, bãi công của trên 400 công nhân bến tàu Sài Gòn và đình công của toàn bộ thợ hãng ô tô ở Đà Nẵng."
5005,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Vào những tháng tiếp theo, công nhân vẫn tiếp tục bãi công. Nghị quyết Hội nghị Ban Chấp hành trung ương mở rộng tháng 3/1937 với nội dung hướng dẫn tổ chức đấu tranh và phương pháp đấu tranh đã có tác dụng thúc đẩy phong trào lập ái hữu cũng như phong trào bãi công của công nhân. Việc Chính phủ Mặt trận Nhân dân Pháp chưa kịp nghiêng hẳn sang hữu vào lúc này cũng còn là một cơ hội để công nhân tấn công vào giới chủ. Tuy số lượng cuộc bãi công trong những tháng này không lớn như trong những tháng đầu năm nhưng từ tháng 3 trở đi mỗi tháng vẫn có hàng chục cuộc bãi công diễn ra. Điều đáng lưu ý là lúc này, để đối phó với Uỷ ban nghị viện điều tra thuộc địa đang chuẩn bị sang Đông Dương, giới chủ và bọn phản động thuộc địa đã thực hiện những âm mưu thâm độc để xoa dịu mâu thuẫn giữa chủ và thợ trong các cơ sở sản xuất kinh doanh của người Pháp nhằm làm cho Uỷ ban này lầm tưởng rằng mâu thuẫn, xung đột nếu có chỉ là giữa chủ - thợ bản xứ và chỉ là vấn đề của người bản xứ mà thôi. Thế nhưng, công nhân đã không bị mắc mưu, phong trào đấu tranh của họ đã diễn ra trên mọi loại hình doanh nghiệp. Trong số những cuộc đấu tranh của công nhân được thống kê từ tháng 3 trở đi, có thể nhận ra những cuộc có quy mô rất lớn như: bãi công của công nhân xưởng Ba Son đòi tăng lương, giảm giờ làm (ngày 5/4), kéo theo sự ủng hộ của một cuộc biểu tình gồm 2.000 người lao động ở huyện Cần Giuộc (ngày 6/5) và 400 người mít tinh ở Tân Phú (ngày 10/5); đình công của 2.000 công nhân làm nghề hoành ván ở ba tổng của huyện Thường Xuân (Thanh Hóa) đòi tăng 60% lương (ngày 8/5); cuộc bãi công yêu cầu tăng lương của 1.500 công nhân đồn điền Dầu Tiếng (Thủ Dầu Một) (ngày 24/5); biểu tình của 1.200 công nhân Xóm Chiếu (Sài Gòn) chống sa thải (ngày 10/7); bãi công của 20.000 công nhân công ty Than Đông Triều (30/7); bãi công của 1.800 công nhân nông nghiệp huyện Ba Tri (ngày 21/8). Bên cạnh những cuộc đấu tranh lớn đó còn có rất nhiều cuộc bãi công diễn ra với quy mô vừa và nhỏ, thu hút từ 100 đến 500 hoặc là dưới 100 công nhân tham gia. Chẳng hạn như: bãi công kéo dài 37 ngày của 400 công nhân nhà máy cưa Vĩnh Hội (8/3); đình công của 700 thợ dệt ở Chợ Mới (Long Xuyên); bãi công của 250 thợ mộc Lái Thiêu (Thủ Dầu Một); đình công của 500 công nhân hãng tàu Nhà Rồng (Sài Gòn); đình công của gần 500 thợ làm pháo hãng Rabut...",Nghị quyết Hội nghị Ban Chấp hành trung ương tháng 3 năm 1937 có nội dung gì?,Hướng dẫn tổ chức đấu tranh và phương pháp đấu tranh.,Hướng dẫn về tổ chức và phương pháp đấu tranh.
5006,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Vào những tháng tiếp theo, công nhân vẫn tiếp tục bãi công. Nghị quyết Hội nghị Ban Chấp hành trung ương mở rộng tháng 3/1937 với nội dung hướng dẫn tổ chức đấu tranh và phương pháp đấu tranh đã có tác dụng thúc đẩy phong trào lập ái hữu cũng như phong trào bãi công của công nhân. Việc Chính phủ Mặt trận Nhân dân Pháp chưa kịp nghiêng hẳn sang hữu vào lúc này cũng còn là một cơ hội để công nhân tấn công vào giới chủ. Tuy số lượng cuộc bãi công trong những tháng này không lớn như trong những tháng đầu năm nhưng từ tháng 3 trở đi mỗi tháng vẫn có hàng chục cuộc bãi công diễn ra. Điều đáng lưu ý là lúc này, để đối phó với Uỷ ban nghị viện điều tra thuộc địa đang chuẩn bị sang Đông Dương, giới chủ và bọn phản động thuộc địa đã thực hiện những âm mưu thâm độc để xoa dịu mâu thuẫn giữa chủ và thợ trong các cơ sở sản xuất kinh doanh của người Pháp nhằm làm cho Uỷ ban này lầm tưởng rằng mâu thuẫn, xung đột nếu có chỉ là giữa chủ - thợ bản xứ và chỉ là vấn đề của người bản xứ mà thôi. Thế nhưng, công nhân đã không bị mắc mưu, phong trào đấu tranh của họ đã diễn ra trên mọi loại hình doanh nghiệp. Trong số những cuộc đấu tranh của công nhân được thống kê từ tháng 3 trở đi, có thể nhận ra những cuộc có quy mô rất lớn như: bãi công của công nhân xưởng Ba Son đòi tăng lương, giảm giờ làm (ngày 5/4), kéo theo sự ủng hộ của một cuộc biểu tình gồm 2.000 người lao động ở huyện Cần Giuộc (ngày 6/5) và 400 người mít tinh ở Tân Phú (ngày 10/5); đình công của 2.000 công nhân làm nghề hoành ván ở ba tổng của huyện Thường Xuân (Thanh Hóa) đòi tăng 60% lương (ngày 8/5); cuộc bãi công yêu cầu tăng lương của 1.500 công nhân đồn điền Dầu Tiếng (Thủ Dầu Một) (ngày 24/5); biểu tình của 1.200 công nhân Xóm Chiếu (Sài Gòn) chống sa thải (ngày 10/7); bãi công của 20.000 công nhân công ty Than Đông Triều (30/7); bãi công của 1.800 công nhân nông nghiệp huyện Ba Tri (ngày 21/8). Bên cạnh những cuộc đấu tranh lớn đó còn có rất nhiều cuộc bãi công diễn ra với quy mô vừa và nhỏ, thu hút từ 100 đến 500 hoặc là dưới 100 công nhân tham gia. Chẳng hạn như: bãi công kéo dài 37 ngày của 400 công nhân nhà máy cưa Vĩnh Hội (8/3); đình công của 700 thợ dệt ở Chợ Mới (Long Xuyên); bãi công của 250 thợ mộc Lái Thiêu (Thủ Dầu Một); đình công của 500 công nhân hãng tàu Nhà Rồng (Sài Gòn); đình công của gần 500 thợ làm pháo hãng Rabut...",Âm mưu của giới chủ và bọn phản động thuộc địa nhằm đối phó với Uỷ ban nghị viện điều tra là gì?,"Xoa dịu mâu thuẫn giữa chủ và thợ người Pháp, làm cho Uỷ ban lầm tưởng mâu thuẫn chỉ là giữa chủ - thợ bản xứ.",Xoa dịu mâu thuẫn với thợ người Pháp để Uỷ ban lầm tưởng mâu thuẫn chỉ tồn tại giữa chủ và thợ bản xứ.
5007,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Vào những tháng tiếp theo, công nhân vẫn tiếp tục bãi công. Nghị quyết Hội nghị Ban Chấp hành trung ương mở rộng tháng 3/1937 với nội dung hướng dẫn tổ chức đấu tranh và phương pháp đấu tranh đã có tác dụng thúc đẩy phong trào lập ái hữu cũng như phong trào bãi công của công nhân. Việc Chính phủ Mặt trận Nhân dân Pháp chưa kịp nghiêng hẳn sang hữu vào lúc này cũng còn là một cơ hội để công nhân tấn công vào giới chủ. Tuy số lượng cuộc bãi công trong những tháng này không lớn như trong những tháng đầu năm nhưng từ tháng 3 trở đi mỗi tháng vẫn có hàng chục cuộc bãi công diễn ra. Điều đáng lưu ý là lúc này, để đối phó với Uỷ ban nghị viện điều tra thuộc địa đang chuẩn bị sang Đông Dương, giới chủ và bọn phản động thuộc địa đã thực hiện những âm mưu thâm độc để xoa dịu mâu thuẫn giữa chủ và thợ trong các cơ sở sản xuất kinh doanh của người Pháp nhằm làm cho Uỷ ban này lầm tưởng rằng mâu thuẫn, xung đột nếu có chỉ là giữa chủ - thợ bản xứ và chỉ là vấn đề của người bản xứ mà thôi. Thế nhưng, công nhân đã không bị mắc mưu, phong trào đấu tranh của họ đã diễn ra trên mọi loại hình doanh nghiệp. Trong số những cuộc đấu tranh của công nhân được thống kê từ tháng 3 trở đi, có thể nhận ra những cuộc có quy mô rất lớn như: bãi công của công nhân xưởng Ba Son đòi tăng lương, giảm giờ làm (ngày 5/4), kéo theo sự ủng hộ của một cuộc biểu tình gồm 2.000 người lao động ở huyện Cần Giuộc (ngày 6/5) và 400 người mít tinh ở Tân Phú (ngày 10/5); đình công của 2.000 công nhân làm nghề hoành ván ở ba tổng của huyện Thường Xuân (Thanh Hóa) đòi tăng 60% lương (ngày 8/5); cuộc bãi công yêu cầu tăng lương của 1.500 công nhân đồn điền Dầu Tiếng (Thủ Dầu Một) (ngày 24/5); biểu tình của 1.200 công nhân Xóm Chiếu (Sài Gòn) chống sa thải (ngày 10/7); bãi công của 20.000 công nhân công ty Than Đông Triều (30/7); bãi công của 1.800 công nhân nông nghiệp huyện Ba Tri (ngày 21/8). Bên cạnh những cuộc đấu tranh lớn đó còn có rất nhiều cuộc bãi công diễn ra với quy mô vừa và nhỏ, thu hút từ 100 đến 500 hoặc là dưới 100 công nhân tham gia. Chẳng hạn như: bãi công kéo dài 37 ngày của 400 công nhân nhà máy cưa Vĩnh Hội (8/3); đình công của 700 thợ dệt ở Chợ Mới (Long Xuyên); bãi công của 250 thợ mộc Lái Thiêu (Thủ Dầu Một); đình công của 500 công nhân hãng tàu Nhà Rồng (Sài Gòn); đình công của gần 500 thợ làm pháo hãng Rabut...",Kể tên một số cuộc bãi công lớn diễn ra từ tháng 3 năm 1937 trở đi?,"Bãi công của công nhân xưởng Ba Son, đình công của công nhân làm nghề hoành ván ở Thường Xuân, bãi công của công nhân đồn điền Dầu Tiếng, biểu tình của công nhân Xóm Chiếu, bãi công của công nhân công ty Than Đông Triều, bãi công của công nhân nông nghiệp huyện Ba Tri.","Bao gồm bãi công của công nhân xưởng Ba Son, công nhân làm nghề hoành ván ở Thường Xuân, công nhân đồn điền Dầu Tiếng, công nhân Xóm Chiếu, công nhân công ty Than Đông Triều và công nhân nông nghiệp huyện Ba Tri."
5008,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Hình thức bãi công mang tính chất liên kết trở nên phổ biến hơn vào lúc này. Có thể lấy làm ví dụ như: cuộc bãi công của công nhân 8 xưởng đường và 8 xưởng nhuộm ở Gia Định; bãi công của 5 lò gạch ở Chợ Lớn; bãi công của ngành thợ xẻ ở Long Xuyên, Vĩnh Long, Sa Đéc; tổng bãi công của 5.000 công nhân mỏ than Vàng Danh và Uông Bí ngày 25/8/1937¹; bãi công của 300 thợ dệt chiếu Lợi Thành (Phát Diệm, Ninh Bình) (18/7) kéo theo bãi công của 300 thợ dệt chiếu Nam Định (29/7). Riêng ngành giao thông vận tải và bốc vác có 13 cuộc tổng bãi công nổ ra ở cả Bắc, Trung, Nam. Quan trọng nhất là cuộc tổng bãi công của 2.200 công nhân đường sắt ở nhà máy sửa chữa xe lửa Tràng Thi (kéo dài 40 ngày, từ 28/6 đến 12/8) và ở các ga xe lửa miền Nam trong hai tháng 7 và 8/1937². Trong phong trào đấu tranh của công nhân, cuộc đấu tranh của công nhân đường sắt Trung Kỳ là cuộc xung đột lớn nhất, căng thẳng nhất, trong đó công nhân vừa phải đấu tranh chống sự đàn áp, khủng bố của thực dân, phong kiến vừa phải đối phó với âm mưu phá phách bằng những khẩu hiệu ""tả"" của Troskits để duy trì phong trào. Lớn nhất trong phong trào của công nhân vào cuối năm 1937 là cuộc bãi công của 3.000 công nhân mỏ than Vàng Danh (22/9) chống chế độ trả lương 3 tháng một lần, bỏ lệ trả lương bằng bông (tem phiếu) đắt gấp từ 2-3 lần so với giá thị trường, chủ đã phải trả lương cho công nhân. Cũng tại đây, ngay sau đó vài ngày (ngày 3/10), 100 nữ công nhân nhà sàng phản đối chủ bớt tiền công.",Hình thức bãi công nào trở nên phổ biến hơn vào cuối năm 1937?,Bãi công mang tính chất liên kết.,Hình thức bãi công liên kết trở nên phổ biến hơn.
5009,Giai đoạn 1858 - 1945,Phong trào đấu tranh của các tầng lớp quần chúng nhân dân,"Hình thức bãi công mang tính chất liên kết trở nên phổ biến hơn vào lúc này. Có thể lấy làm ví dụ như: cuộc bãi công của công nhân 8 xưởng đường và 8 xưởng nhuộm ở Gia Định; bãi công của 5 lò gạch ở Chợ Lớn; bãi công của ngành thợ xẻ ở Long Xuyên, Vĩnh Long, Sa Đéc; tổng bãi công của 5.000 công nhân mỏ than Vàng Danh và Uông Bí ngày 25/8/1937¹; bãi công của 300 thợ dệt chiếu Lợi Thành (Phát Diệm, Ninh Bình) (18/7) kéo theo bãi công của 300 thợ dệt chiếu Nam Định (29/7). Riêng ngành giao thông vận tải và bốc vác có 13 cuộc tổng bãi công nổ ra ở cả Bắc, Trung, Nam. Quan trọng nhất là cuộc tổng bãi công của 2.200 công nhân đường sắt ở nhà máy sửa chữa xe lửa Tràng Thi (kéo dài 40 ngày, từ 28/6 đến 12/8) và ở các ga xe lửa miền Nam trong hai tháng 7 và 8/1937². Trong phong trào đấu tranh của công nhân, cuộc đấu tranh của công nhân đường sắt Trung Kỳ là cuộc xung đột lớn nhất, căng thẳng nhất, trong đó công nhân vừa phải đấu tranh chống sự đàn áp, khủng bố của thực dân, phong kiến vừa phải đối phó với âm mưu phá phách bằng những khẩu hiệu ""tả"" của Troskits để duy trì phong trào. Lớn nhất trong phong trào của công nhân vào cuối năm 1937 là cuộc bãi công của 3.000 công nhân mỏ than Vàng Danh (22/9) chống chế độ trả lương 3 tháng một lần, bỏ lệ trả lương bằng bông (tem phiếu) đắt gấp từ 2-3 lần so với giá thị trường, chủ đã phải trả lương cho công nhân. Cũng tại đây, ngay sau đó vài ngày (ngày 3/10), 100 nữ công nhân nhà sàng phản đối chủ bớt tiền công.",Kể tên một số cuộc bãi công liên kết tiêu biểu?,"Bãi công của công nhân 8 xưởng đường và 8 xưởng nhuộm ở Gia Định; bãi công của 5 lò gạch ở Chợ Lớn; bãi công của ngành thợ xẻ ở Long Xuyên, Vĩnh Long, Sa Đéc; tổng bãi công của 5.000 công nhân mỏ than Vàng Danh và Uông Bí; bãi công của thợ dệt chiếu Lợi Thành kéo theo bãi công của thợ dệt chiếu Nam Định.","Bao gồm bãi công của công nhân các xưởng đường, xưởng nhuộm ở Gia Định, các lò gạch ở Chợ Lớn, thợ xẻ ở Long Xuyên, Vĩnh Long, Sa Đéc, công nhân mỏ than Vàng Danh và Uông Bí, thợ dệt chiếu Lợi Thành và Nam Định."
