index,period,heading,context,question,extractive answer,abstractive answer
2000,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Bộ đội hải quân được xây dựng trở thành một quân chùng, lực lượng nòng cốt bào vệ không phận, hải phận, bờ biển miền Bác cùa Tổ quốc. Ngày 3-8-196, căn cứ Hải quân I và căn cứ Hải quân II thuộc Cục Hải quân được thành lập. Căn cứ Hải quân I phụ trách vùng biển, hải đảo từ biên giới Việt - Trung đến Cửa Hội và căn cứ Hải quân II phụ trách vùng biển, hải đáo từ Cửa Hội đến Cửa Tùng. Hai càn can cứ Hải quân này có nhiệm vụ: lãnh đạo, chỉ huy xây dựng lực lượng hải quân; độc lập hoặc phối hợp với các quân binh chủng, bảo vệ trật tự trị an trên hải phận, ven bờ, hải đảo, bào vệ quyền lợi quốc gia trên biển, bảo vệ nhân dân làm ăn, phối hợp với các đơn vị bạn chiến đấu khi chiến tranh xảy ra; liên hệ với các địa phương xây dựng lực lượng hậu bị hài quân; lập kế hoạch bảo vệ, chỉ huy cung ứng vật tư cho các đơn vị hải quân, vận chuyền tiếp lể cho các lực lượng trên đào. Tiếp theo là sự thành lập Quân khu IV, Khu tuần phòng 1 (đảo Vạn Hoa), khu Tuần phòng 2 (Sông Gianh) và khu Hải Phòng. Cũng từ năm 1961, tàu phóng lôi đầu tiên và đại đội săn ngầm được thành lập. Từ hai đoàn tàu tuần tiễu 130 và 135, đã ra đời lực lượng tàu chiến mặt nước hiện đại của Hải quân nhân dân Việt Nam. Một số quân cảng Bãi Cháy, Sông Gianh, Cửa Hội và các đài quan sát, trạm kỹ thuật, trận địa pháo bờ biển, khu trú đạn hầm chứa ngư lôi, cần cẩu được xây dựng... Từ tháng 8-1963, nhiệm vụ vận tải đường biển chi viện miền Nam được giao cho Hải quân phụ trách. Ngày 24-1-1964, Đoàn Vận tải biển 759 được điều chinh tổ chức và đổi phiên hiệu thành Đoàn 125 hải quàn. Từ một số thủy đội canô, đại đội tàu quét mìn sau hòa bình, đến năm 1964, hải quân đã có gần 100 tàu mặt nước gồm các tàu tuần tiễu ven biển, phóng ngư lôi, sãn ngầm, vận tải, trinh sát và một số tàu phục vụ khác. Ngày 3-1-1964, Bộ Tư lệnh Hải quân được thành lập.","Đến năm 1964, Hải quân nhân dân Việt Nam có bao nhiêu tàu mặt nước?",Gần 100.,"Đến năm 1964, Hải quân nhân dân Việt Nam đã có gần 100 tàu mặt nước."
2001,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Bộ đội hải quân được xây dựng trở thành một quân chùng, lực lượng nòng cốt bào vệ không phận, hải phận, bờ biển miền Bác cùa Tổ quốc. Ngày 3-8-196, căn cứ Hải quân I và căn cứ Hải quân II thuộc Cục Hải quân được thành lập. Căn cứ Hải quân I phụ trách vùng biển, hải đảo từ biên giới Việt - Trung đến Cửa Hội và căn cứ Hải quân II phụ trách vùng biển, hải đáo từ Cửa Hội đến Cửa Tùng. Hai càn can cứ Hải quân này có nhiệm vụ: lãnh đạo, chỉ huy xây dựng lực lượng hải quân; độc lập hoặc phối hợp với các quân binh chủng, bảo vệ trật tự trị an trên hải phận, ven bờ, hải đảo, bào vệ quyền lợi quốc gia trên biển, bảo vệ nhân dân làm ăn, phối hợp với các đơn vị bạn chiến đấu khi chiến tranh xảy ra; liên hệ với các địa phương xây dựng lực lượng hậu bị hài quân; lập kế hoạch bảo vệ, chỉ huy cung ứng vật tư cho các đơn vị hải quân, vận chuyền tiếp lể cho các lực lượng trên đào. Tiếp theo là sự thành lập Quân khu IV, Khu tuần phòng 1 (đảo Vạn Hoa), khu Tuần phòng 2 (Sông Gianh) và khu Hải Phòng. Cũng từ năm 1961, tàu phóng lôi đầu tiên và đại đội săn ngầm được thành lập. Từ hai đoàn tàu tuần tiễu 130 và 135, đã ra đời lực lượng tàu chiến mặt nước hiện đại của Hải quân nhân dân Việt Nam. Một số quân cảng Bãi Cháy, Sông Gianh, Cửa Hội và các đài quan sát, trạm kỹ thuật, trận địa pháo bờ biển, khu trú đạn hầm chứa ngư lôi, cần cẩu được xây dựng... Từ tháng 8-1963, nhiệm vụ vận tải đường biển chi viện miền Nam được giao cho Hải quân phụ trách. Ngày 24-1-1964, Đoàn Vận tải biển 759 được điều chinh tổ chức và đổi phiên hiệu thành Đoàn 125 hải quàn. Từ một số thủy đội canô, đại đội tàu quét mìn sau hòa bình, đến năm 1964, hải quân đã có gần 100 tàu mặt nước gồm các tàu tuần tiễu ven biển, phóng ngư lôi, sãn ngầm, vận tải, trinh sát và một số tàu phục vụ khác. Ngày 3-1-1964, Bộ Tư lệnh Hải quân được thành lập.",Bộ Tư lệnh Hải quân được thành lập vào ngày nào?,Ngày 3-1-1964.,Bộ Tư lệnh Hải quân được thành lập vào ngày 3 tháng 1 năm 1964.
2002,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Trước sự lớn mạnh của lực lượng quân đội và diễn biến của cuộc chiến tranh, việc điều chỉnh địa giới các quân khu và thành lập mới các Bộ Tư lệnh là cần thiết. Ngày 1-11-1963, Bộ Quốc phòng quyết định điều chỉnh địa giới Quân khu Tảng ạn và Quân khu Hữu ngạn và đổi tên là Quân khu Đông Bắc và Quân khu III. Ngày 28-1-1964, Bộ Quốc phòng quyết định đặt Thành đội Hà Nội trực thuộc Quân khu III do Bộ Tư lệnh Quân khu III chỉ huy. Đến ngày 1-9-1964, Bộ Quốc phòng quyết định thành lập Bộ Tư lệnh Thủ đô thống nhất chỉ huy các lực lượng vũ trang Hà Nội. Ngày 21-6-1965, thành lập Bộ Tư lệnh 350 trên cơ sờ hợp nhất Sư đoàn 350 với Thành đội Hải Phòng nhằm thống nhất chỉ huy các đơn vị bộ đội chù lực của Quân khu III đứng trên địa bàn thành phố Hải Phòng và bộ đội địa phương, dân quân tự vệ. Bộ Tư lệnh 350 phối hợp với Thành ủy Hải Phòng chi đạo và hiệp đồng tác chiến với các quân chủng, binh chủng có lực lượng chiến đấu bảo vệ thành phổ Hải Phòng.","Vào ngày 1-11-1963, Bộ Quốc phòng đã quyết định điều chỉnh địa giới những quân khu nào và đổi tên thành gì?",Quân khu Tả ngạn và Quân khu Hữu ngạn và đổi tên là Quân khu Đông Bắc và Quân khu III.,"Bộ Quốc phòng quyết định điều chỉnh địa giới Quân khu Tả ngạn và Quân khu Hữu ngạn, đổi tên thành Quân khu Đông Bắc và Quân khu III."
2003,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Trước sự lớn mạnh của lực lượng quân đội và diễn biến của cuộc chiến tranh, việc điều chỉnh địa giới các quân khu và thành lập mới các Bộ Tư lệnh là cần thiết. Ngày 1-11-1963, Bộ Quốc phòng quyết định điều chỉnh địa giới Quân khu Tảng ạn và Quân khu Hữu ngạn và đổi tên là Quân khu Đông Bắc và Quân khu III. Ngày 28-1-1964, Bộ Quốc phòng quyết định đặt Thành đội Hà Nội trực thuộc Quân khu III do Bộ Tư lệnh Quân khu III chỉ huy. Đến ngày 1-9-1964, Bộ Quốc phòng quyết định thành lập Bộ Tư lệnh Thủ đô thống nhất chỉ huy các lực lượng vũ trang Hà Nội. Ngày 21-6-1965, thành lập Bộ Tư lệnh 350 trên cơ sờ hợp nhất Sư đoàn 350 với Thành đội Hải Phòng nhằm thống nhất chỉ huy các đơn vị bộ đội chù lực của Quân khu III đứng trên địa bàn thành phố Hải Phòng và bộ đội địa phương, dân quân tự vệ. Bộ Tư lệnh 350 phối hợp với Thành ủy Hải Phòng chi đạo và hiệp đồng tác chiến với các quân chủng, binh chủng có lực lượng chiến đấu bảo vệ thành phổ Hải Phòng.",Thành đội Hà Nội trực thuộc quân khu nào và từ ngày nào?,Quân khu III vào ngày 28-1-1964.,Thành đội Hà Nội trực thuộc Quân khu III từ ngày 28 tháng 1 năm 1964.
2004,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Trước sự lớn mạnh của lực lượng quân đội và diễn biến của cuộc chiến tranh, việc điều chỉnh địa giới các quân khu và thành lập mới các Bộ Tư lệnh là cần thiết. Ngày 1-11-1963, Bộ Quốc phòng quyết định điều chỉnh địa giới Quân khu Tảng ạn và Quân khu Hữu ngạn và đổi tên là Quân khu Đông Bắc và Quân khu III. Ngày 28-1-1964, Bộ Quốc phòng quyết định đặt Thành đội Hà Nội trực thuộc Quân khu III do Bộ Tư lệnh Quân khu III chỉ huy. Đến ngày 1-9-1964, Bộ Quốc phòng quyết định thành lập Bộ Tư lệnh Thủ đô thống nhất chỉ huy các lực lượng vũ trang Hà Nội. Ngày 21-6-1965, thành lập Bộ Tư lệnh 350 trên cơ sờ hợp nhất Sư đoàn 350 với Thành đội Hải Phòng nhằm thống nhất chỉ huy các đơn vị bộ đội chù lực của Quân khu III đứng trên địa bàn thành phố Hải Phòng và bộ đội địa phương, dân quân tự vệ. Bộ Tư lệnh 350 phối hợp với Thành ủy Hải Phòng chi đạo và hiệp đồng tác chiến với các quân chủng, binh chủng có lực lượng chiến đấu bảo vệ thành phổ Hải Phòng.",Bộ Tư lệnh Thủ đô được thành lập vào ngày nào?,Ngày 1-9-1964.,Bộ Tư lệnh Thủ đô được thành lập vào ngày 1 tháng 9 năm 1964.
2005,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Trước sự lớn mạnh của lực lượng quân đội và diễn biến của cuộc chiến tranh, việc điều chỉnh địa giới các quân khu và thành lập mới các Bộ Tư lệnh là cần thiết. Ngày 1-11-1963, Bộ Quốc phòng quyết định điều chỉnh địa giới Quân khu Tảng ạn và Quân khu Hữu ngạn và đổi tên là Quân khu Đông Bắc và Quân khu III. Ngày 28-1-1964, Bộ Quốc phòng quyết định đặt Thành đội Hà Nội trực thuộc Quân khu III do Bộ Tư lệnh Quân khu III chỉ huy. Đến ngày 1-9-1964, Bộ Quốc phòng quyết định thành lập Bộ Tư lệnh Thủ đô thống nhất chỉ huy các lực lượng vũ trang Hà Nội. Ngày 21-6-1965, thành lập Bộ Tư lệnh 350 trên cơ sờ hợp nhất Sư đoàn 350 với Thành đội Hải Phòng nhằm thống nhất chỉ huy các đơn vị bộ đội chù lực của Quân khu III đứng trên địa bàn thành phố Hải Phòng và bộ đội địa phương, dân quân tự vệ. Bộ Tư lệnh 350 phối hợp với Thành ủy Hải Phòng chi đạo và hiệp đồng tác chiến với các quân chủng, binh chủng có lực lượng chiến đấu bảo vệ thành phổ Hải Phòng.",Bộ Tư lệnh 350 được thành lập trên cơ sở hợp nhất những đơn vị nào và vào ngày nào?,Sư đoàn 350 với Thành đội Hải Phòng vào ngày 21-6-1965.,Bộ Tư lệnh 350 được thành lập vào ngày 21 tháng 6 năm 1965 trên cơ sở hợp nhất Sư đoàn 350 với Thành đội Hải Phòng.
2006,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Trước sự lớn mạnh của lực lượng quân đội và diễn biến của cuộc chiến tranh, việc điều chỉnh địa giới các quân khu và thành lập mới các Bộ Tư lệnh là cần thiết. Ngày 1-11-1963, Bộ Quốc phòng quyết định điều chỉnh địa giới Quân khu Tảng ạn và Quân khu Hữu ngạn và đổi tên là Quân khu Đông Bắc và Quân khu III. Ngày 28-1-1964, Bộ Quốc phòng quyết định đặt Thành đội Hà Nội trực thuộc Quân khu III do Bộ Tư lệnh Quân khu III chỉ huy. Đến ngày 1-9-1964, Bộ Quốc phòng quyết định thành lập Bộ Tư lệnh Thủ đô thống nhất chỉ huy các lực lượng vũ trang Hà Nội. Ngày 21-6-1965, thành lập Bộ Tư lệnh 350 trên cơ sờ hợp nhất Sư đoàn 350 với Thành đội Hải Phòng nhằm thống nhất chỉ huy các đơn vị bộ đội chù lực của Quân khu III đứng trên địa bàn thành phố Hải Phòng và bộ đội địa phương, dân quân tự vệ. Bộ Tư lệnh 350 phối hợp với Thành ủy Hải Phòng chi đạo và hiệp đồng tác chiến với các quân chủng, binh chủng có lực lượng chiến đấu bảo vệ thành phổ Hải Phòng.",Bộ Tư lệnh 350 có nhiệm vụ gì?,"Thống nhất chỉ huy các đơn vị bộ đội chù lực của Quân khu III đứng trên địa bàn thành phố Hải Phòng và bộ đội địa phương, dân quân tự vệ.","Bộ Tư lệnh 350 có nhiệm vụ thống nhất chỉ huy các đơn vị bộ đội chủ lực của Quân khu III tại Hải Phòng và bộ đội địa phương, dân quân tự vệ."
2007,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Công tác quân sự địa phương luôn luôn được lãnh đạo thống nhất từ Trung ương đến cơ sở. Ngày 21-4-1962 Ban Bí thư ra Chỉ thị về công tác quân sự địa phương là tiếp tục xây dựng dân quân tự vệ vững chắc về mọi mặt để có thể đối phó hiệu quả với mọi hành động phá hoại của địch, sẵn sàng chiến đấu, sẵn sàng bổ sung lực lượng cho quân đội trong mọi tình huống1. Các cấp ủy địa phương đã nắm tương đối chắc công tác quân sự. Lực lượng dân quân tự vệ - lực lượng vũ trang quần chúng, đội hậu bị cùa quân đội nhân dân phát triển rộng khắp ở tất cả các vùng, các đơn vị hành chính, các cơ sở sản xuất, cơ quan và trường học, được trang bị vũ khí và huấn luyện phổ cập. Dân quân tự vệ đã phát huy được vai trò xung kích trong tham gia chống biệt kích, thổ phi, giữ gìn trị an, bảo vệ sản xuất. Ở miền núi, mỗi xã có trên dưới 100 dân quân du kích. Ở nông thôn đồng bằng, mỗi xã có trên 300 quân quân du kích. Ờ các thành phố, thị xã, khu công nghiệp, tự vệ được tổ chức ờ cơ quan, xí nghiệp, khu phố. Tính đến năm 1963, lực lượng dân quân tự vệ trên miền Bắc lên tới 1,4 triệu người, tổ chức thành 95 tiểu đoàn, 4.700 đại đội, 32.000 trung đội. Một phần năm số dân quân tự vệ được trang bị súng trường, tiểu liên, trung liên. Một số tiểu đoàn, đại đội dân quân tự vộ được trang bị súng máy cao xạ 12,7 m l2. Tháng 1-1964, hội nghị Phòng không nhân dân toàn miền Bẳc lần thứ nhất được tổ chức.",Ban Bí thư ra Chỉ thị về công tác quân sự địa phương vào ngày nào?,Ngày 21-4-1962.,Ban Bí thư đã ban hành Chỉ thị về công tác quân sự địa phương vào ngày 21 tháng 4 năm 1962.
2008,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Công tác quân sự địa phương luôn luôn được lãnh đạo thống nhất từ Trung ương đến cơ sở. Ngày 21-4-1962 Ban Bí thư ra Chỉ thị về công tác quân sự địa phương là tiếp tục xây dựng dân quân tự vệ vững chắc về mọi mặt để có thể đối phó hiệu quả với mọi hành động phá hoại của địch, sẵn sàng chiến đấu, sẵn sàng bổ sung lực lượng cho quân đội trong mọi tình huống1. Các cấp ủy địa phương đã nắm tương đối chắc công tác quân sự. Lực lượng dân quân tự vệ - lực lượng vũ trang quần chúng, đội hậu bị cùa quân đội nhân dân phát triển rộng khắp ở tất cả các vùng, các đơn vị hành chính, các cơ sở sản xuất, cơ quan và trường học, được trang bị vũ khí và huấn luyện phổ cập. Dân quân tự vệ đã phát huy được vai trò xung kích trong tham gia chống biệt kích, thổ phi, giữ gìn trị an, bảo vệ sản xuất. Ở miền núi, mỗi xã có trên dưới 100 dân quân du kích. Ở nông thôn đồng bằng, mỗi xã có trên 300 quân quân du kích. Ờ các thành phố, thị xã, khu công nghiệp, tự vệ được tổ chức ờ cơ quan, xí nghiệp, khu phố. Tính đến năm 1963, lực lượng dân quân tự vệ trên miền Bắc lên tới 1,4 triệu người, tổ chức thành 95 tiểu đoàn, 4.700 đại đội, 32.000 trung đội. Một phần năm số dân quân tự vệ được trang bị súng trường, tiểu liên, trung liên. Một số tiểu đoàn, đại đội dân quân tự vộ được trang bị súng máy cao xạ 12,7 m l2. Tháng 1-1964, hội nghị Phòng không nhân dân toàn miền Bẳc lần thứ nhất được tổ chức.",Chỉ thị về công tác quân sự địa phương nhằm mục đích gì?,"Tiếp tục xây dựng dân quân tự vệ vững chắc về mọi mặt để có thể đối phó hiệu quả với mọi hành động phá hoại của địch, sẵn sàng chiến đấu, sẵn sàng bổ sung lực lượng cho quân đội trong mọi tình huống.","Chỉ thị nhằm tiếp tục xây dựng lực lượng dân quân tự vệ vững chắc về mọi mặt để đối phó hiệu quả với mọi hành động phá hoại của địch, sẵn sàng chiến đấu và bổ sung lực lượng cho quân đội khi cần thiết."
2009,Giai đoạn 1954 -1975,"Tăng cường sự lãnh đạo của Đảng, phát huy hiệu lực Nhà nước, xây dựng khối đoàn kết dân tộc, củng cố quốc phòng, an ninh","Công tác quân sự địa phương luôn luôn được lãnh đạo thống nhất từ Trung ương đến cơ sở. Ngày 21-4-1962 Ban Bí thư ra Chỉ thị về công tác quân sự địa phương là tiếp tục xây dựng dân quân tự vệ vững chắc về mọi mặt để có thể đối phó hiệu quả với mọi hành động phá hoại của địch, sẵn sàng chiến đấu, sẵn sàng bổ sung lực lượng cho quân đội trong mọi tình huống1. Các cấp ủy địa phương đã nắm tương đối chắc công tác quân sự. Lực lượng dân quân tự vệ - lực lượng vũ trang quần chúng, đội hậu bị cùa quân đội nhân dân phát triển rộng khắp ở tất cả các vùng, các đơn vị hành chính, các cơ sở sản xuất, cơ quan và trường học, được trang bị vũ khí và huấn luyện phổ cập. Dân quân tự vệ đã phát huy được vai trò xung kích trong tham gia chống biệt kích, thổ phi, giữ gìn trị an, bảo vệ sản xuất. Ở miền núi, mỗi xã có trên dưới 100 dân quân du kích. Ở nông thôn đồng bằng, mỗi xã có trên 300 quân quân du kích. Ờ các thành phố, thị xã, khu công nghiệp, tự vệ được tổ chức ờ cơ quan, xí nghiệp, khu phố. Tính đến năm 1963, lực lượng dân quân tự vệ trên miền Bắc lên tới 1,4 triệu người, tổ chức thành 95 tiểu đoàn, 4.700 đại đội, 32.000 trung đội. Một phần năm số dân quân tự vệ được trang bị súng trường, tiểu liên, trung liên. Một số tiểu đoàn, đại đội dân quân tự vộ được trang bị súng máy cao xạ 12,7 m l2. Tháng 1-1964, hội nghị Phòng không nhân dân toàn miền Bẳc lần thứ nhất được tổ chức.","Tính đến năm 1963, lực lượng dân quân tự vệ trên miền Bắc có số lượng và tổ chức như thế nào?","Lên tới 1,4 triệu người, tổ chức thành 95 tiểu đoàn, 4.700 đại đội, 32.000 trung đội.","Tính đến năm 1963, lực lượng dân quân tự vệ trên miền Bắc đạt 1,4 triệu người, được tổ chức thành 95 tiểu đoàn, 4.700 đại đội và 32.000 trung đội."
